ingrediente,departamento,municipio,topografia,textura_de_suelo,epoca_recoleccion,altura_corte_cm,altura_planta_cm,edad_corte_d,proteina,ceniza,extracto_etereo,FDN,FDA,lignina,hemicelulosa,almidon,carbohidratos_noes,carbohidratos_solubles,digestibilidad_ms,energia_digestible,energia_metabolizable,energia_neta_manten,energia_neta_ganancia,energia_neta_lactancia
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,65,42,4,11.16,2.04,70.88,42.14,9.84,28.74,1.02,2.9,1.88,49.42,1.94,1.54,0.7,0.17,0.98
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,70,42,4.31,10.55,1.85,70.3,38.82,8.9,31.48,0.2,2.44,2.24,50.72,1.96,1.59,0.75,0.22,1.01
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,40,42,5.14,9.59,1.68,67.6,36.84,8.51,30.76,2.63,5.22,2.58,52.01,2.08,1.64,0.8,0.27,1.04
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,42,4.13,9.71,1.38,73.2,43.07,10.35,30.13,1.63,3.66,2.03,49.24,1.92,1.53,0.69,0.16,0.98
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,60,42,4.24,8.1,1.31,75.42,40.66,9.62,34.76,2.16,3.9,1.74,50.08,2.03,1.56,0.72,0.19,1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,65,42,4.62,12.41,1.75,68.1,38.99,9.71,29.11,2.39,4.63,2.24,50.91,2.01,1.6,0.76,0.22,1.02
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,40,42,4.16,9.98,1.37,74.51,44.61,10.42,29.9,3.23,5.78,2.56,48.77,1.91,1.51,0.67,0.14,0.97
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,65,42,4.64,8.16,1.44,74.09,42.34,10.06,31.75,2.03,4.68,2.65,49.87,2,1.55,0.72,0.18,0.99
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,42,4.14,8.72,1.31,72.92,44.25,10.56,28.67,4.52,6.34,1.82,48.87,1.95,1.51,0.67,0.14,0.97
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,42,4.41,9.38,1.72,69.13,41.1,9.49,28.03,3.64,6,2.36,50.08,1.99,1.56,0.72,0.19,1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,60,42,4.11,6.9,1.79,69.94,40.96,9.47,28.98,5.11,7.95,2.84,49.89,2.01,1.56,0.72,0.18,0.99
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,42,5.01,11.42,1.58,71.45,40.18,9.91,31.27,1.23,2.95,1.73,50.85,1.97,1.59,0.76,0.22,1.02
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,42,4.54,10.3,1.86,71.64,39.49,9.21,32.15,1.11,1.97,0.86,50.69,1.97,1.59,0.75,0.22,1.01
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,65,42,4.06,9.03,1.8,71.44,40.63,9.21,30.81,1.96,4.23,2.28,49.95,2,1.56,0.72,0.19,1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,60,42,4.93,8.57,1.39,72.76,42.95,9.49,29.81,2.87,4.8,1.94,49.91,1.97,1.56,0.72,0.18,1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,42,3.95,8.33,1.69,73.88,41.73,9.49,32.15,1.11,3.5,2.39,49.51,1.97,1.54,0.7,0.17,0.99
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,60,42,5.55,9.29,1.51,70.03,37.25,8.88,32.78,0.61,2.64,2.03,52.21,2.06,1.65,0.81,0.27,1.05
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,42,3.85,8.05,1.65,74.65,40.57,9.07,34.08,0.24,1.68,1.43,49.8,2,1.55,0.71,0.18,0.99
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,45,42,4.72,12.1,1.65,69.69,38.8,9.72,30.89,1.68,3.27,1.59,51.05,2,1.6,0.76,0.23,1.02
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,42,4.26,8.43,1.41,71.58,42.27,9.39,29.31,3.79,5.85,2.06,49.59,1.99,1.54,0.7,0.17,0.99
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,42,4.4,10.18,1.58,71.07,41.51,10.36,29.56,1.35,3.46,2.12,49.94,1.92,1.56,0.72,0.19,1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,60,42,4.68,11.63,1.5,70.3,38.59,8.82,31.71,0.12,1.94,1.82,51.09,2,1.6,0.77,0.23,1.02
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,42,3.6,9.57,2.06,69.5,37.49,9.18,32.01,0.66,1.48,0.82,50.57,2,1.58,0.74,0.21,1.01
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,42,4.63,11.79,1.47,69.58,36.75,9.09,32.83,0.15,1.43,1.28,51.63,1.98,1.63,0.79,0.25,1.03
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,42,4.18,11.23,1.93,71.74,39.77,9.55,31.97,0.77,2.19,1.42,50.32,1.98,1.57,0.73,0.2,1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,70,42,4.97,12.05,1.43,69.87,39.88,9.13,29.99,1.51,2.27,0.76,50.91,1.99,1.6,0.76,0.22,1.02
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,42,5.55,10.25,1.75,69.95,36.68,8.71,33.27,0.58,2.86,2.28,52.39,2.07,1.66,0.82,0.28,1.05
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,42,5.07,8.85,1.27,74.9,40.16,9.18,34.74,1.46,4.33,2.87,50.91,2.04,1.6,0.76,0.22,1.02
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,42,4.39,9.77,1.56,73.51,39.41,9,34.1,0.03,0.66,0.64,50.6,2.02,1.58,0.75,0.21,1.01
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,60,42,4.31,9.3,1.7,71.42,40.83,9.07,30.59,2.93,4.96,2.03,50.09,1.96,1.56,0.72,0.19,1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,60,42,4.61,9.82,1.74,69.93,37.39,8.23,32.54,0.08,2.86,2.79,51.41,2.02,1.62,0.78,0.24,1.03
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,80,42,4.51,9.26,1.47,71.92,41.4,9.92,30.52,1.07,2.79,1.71,50.07,1.98,1.56,0.72,0.19,1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,75,42,4.64,10.51,1.4,73.41,43.18,9.92,30.23,0.72,2.67,1.94,49.61,1.92,1.54,0.7,0.17,0.99
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,42,4.36,9.31,1.71,73.82,43.5,9.83,30.32,1.65,3.25,1.6,49.28,1.97,1.53,0.69,0.16,0.98
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,45,42,4.23,9.19,1.4,73.48,41.89,9.21,31.59,1.11,2.89,1.78,49.69,1.97,1.55,0.71,0.18,0.99
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,70,42,5,11.47,1.33,69.66,40.96,9.07,28.7,0.68,0.83,0.14,50.6,1.95,1.58,0.75,0.21,1.01
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,60,42,5.32,11.69,1.38,71.99,41.41,9.98,30.58,0.82,2.03,1.21,50.71,1.99,1.59,0.75,0.22,1.01
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,42,4.14,9.17,1.62,75.87,43.38,10.05,32.49,1.92,3.81,1.9,49.15,1.94,1.53,0.69,0.15,0.98
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,42,4.24,10.96,1.72,71.32,38.9,9.26,32.42,0.03,1.6,1.57,50.64,1.95,1.59,0.75,0.21,1.01
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,42,4.86,9.88,1.48,71.91,39.35,8.79,32.56,0.16,1.43,1.27,50.99,2.01,1.6,0.76,0.23,1.02
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,42,4.83,13.1,1.76,66.97,37.22,8.83,29.75,0.28,1.29,1.01,51.64,2,1.63,0.79,0.25,1.03
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,70,42,2.87,9.56,1.65,72.17,41.34,10.17,30.83,1.4,3.06,1.66,48.77,1.94,1.51,0.67,0.14,0.97
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,65,42,4.3,10.44,1.55,73.98,40.91,9.39,33.07,0.86,2.96,2.1,50.05,1.98,1.56,0.72,0.19,1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,42,4.85,10.1,1.58,71.45,40.4,9.29,31.05,0.63,3,2.37,50.65,2,1.59,0.75,0.21,1.01
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,42,3.97,9.84,1.63,72.32,41.33,9.56,30.99,2.87,5.14,2.26,49.66,1.97,1.55,0.71,0.17,0.99
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,70,35,5.79,10.81,1.37,69.17,40.7,10.1,28.47,0.56,1.53,0.97,51.31,1.98,1.61,0.78,0.24,1.03
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,35,4.84,13.72,2.4,69.01,37.19,10.39,31.82,0.44,0.97,0.53,51.66,2.04,1.63,0.79,0.25,1.03
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,35,4.38,9.81,1.54,71.84,40.93,9.53,30.91,0.86,2.03,1.17,50.11,1.96,1.56,0.73,0.19,1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,60,35,4.27,9.37,1.38,73.42,44.67,10.2,28.75,3.29,4.97,1.68,48.84,1.94,1.51,0.67,0.14,0.97
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,35,3.96,12.26,1.87,69.1,38.14,8.7,30.96,0.87,1.58,0.71,50.66,1.95,1.59,0.75,0.21,1.01
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,45,35,4.68,10.77,1.78,71.36,39.54,9.16,31.82,1.57,2.82,1.25,50.79,1.98,1.59,0.75,0.22,1.02
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,35,4.99,8.27,1.63,74.03,41.12,9.41,32.91,2.5,3.99,1.49,50.54,1.99,1.58,0.74,0.21,1.01
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,35,5.32,9.86,1.7,69.43,39.67,9.56,29.76,3.13,5.39,2.26,51.26,2.05,1.61,0.77,0.24,1.03
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,60,35,4.39,11.35,1.82,71.27,40.63,9.24,30.64,1.99,3.34,1.35,50.21,1.99,1.57,0.73,0.2,1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,35,5.25,10.96,1.58,71.36,39.98,9.06,31.38,0.06,1.49,1.43,51.11,2.02,1.6,0.77,0.23,1.02
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,60,35,5.07,14.89,1.77,66.96,36.92,8.76,30.04,0.01,1.39,1.38,51.93,1.98,1.64,0.8,0.26,1.04
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,35,4.1,12.58,1.88,71.78,38.78,9.68,33,1.02,1.2,0.18,50.57,1.96,1.58,0.74,0.21,1.01
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,35,3.45,10.89,1.76,71.23,40.6,9.45,30.63,1.72,3,1.28,49.47,1.96,1.54,0.7,0.17,0.99
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,35,4.83,10.82,1.67,73.95,43.32,9.53,30.63,1.79,2.77,0.99,49.72,1.98,1.55,0.71,0.18,0.99
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,60,35,5.37,8.9,1.36,72.92,39.58,8.51,33.34,1.66,3.55,1.88,51.33,2.01,1.61,0.78,0.24,1.03
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,35,5.3,10.23,1.97,71.1,41.55,9.21,29.55,1.16,1.77,0.62,50.65,2.04,1.59,0.75,0.21,1.01
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,35,5.06,10.15,1.55,71.02,36.27,8.39,34.75,0.13,1.97,1.84,52.12,2.04,1.65,0.81,0.27,1.05
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,35,5.09,10.44,1.54,70.87,39.25,9,31.62,0.73,2.08,1.35,51.21,2,1.61,0.77,0.24,1.02
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,40,35,6.13,12.3,1.6,65.77,37.15,8.78,28.62,0.01,2.15,2.13,52.7,2.1,1.67,0.83,0.29,1.06
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,35,3.52,10.86,1.75,71.98,41,10.3,30.98,0.28,1.75,1.47,49.4,1.91,1.54,0.7,0.16,0.98
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,65,35,4.3,11.05,1.24,71,38.14,8.92,32.86,1.04,1.5,0.46,50.93,2.01,1.6,0.76,0.22,1.02
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,60,35,5.63,11.89,1.26,71.97,40.16,9.86,31.81,1.15,2.61,1.47,51.35,2.01,1.61,0.78,0.24,1.03
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,60,35,4.84,11.7,1.57,70.62,40.03,9.3,30.59,0.34,1.32,0.98,50.76,2.02,1.59,0.75,0.22,1.01
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,35,5.56,13.51,2.11,66.72,36.17,9.12,30.55,0.89,1.67,0.78,52.56,2.03,1.66,0.83,0.29,1.06
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,35,5.42,12.58,1.51,67.05,38.25,9.49,28.8,1.06,3.02,1.96,51.79,1.97,1.63,0.79,0.26,1.04
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,35,5.58,10.33,1.37,73.7,40.7,9.63,33,0.54,1.7,1.16,51.14,2.05,1.61,0.77,0.23,1.02
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,35,4.78,11.8,1.75,65.45,36.82,9.63,28.63,1.45,3.16,1.72,51.73,1.98,1.63,0.79,0.26,1.04
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,40,35,4.42,11.46,1.65,67.87,39.72,9.9,28.15,0.85,2.24,1.38,50.52,1.94,1.58,0.74,0.21,1.01
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,60,35,5.04,10.54,1.45,71.37,37.13,9.31,34.24,0.21,1.64,1.43,51.84,2.01,1.63,0.8,0.26,1.04
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,45,35,4.62,13.89,1.76,67.58,36.76,9.49,30.82,0.94,2.19,1.25,51.62,1.99,1.63,0.79,0.25,1.03
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,35,6.21,12.07,1.84,66.58,37.47,8.23,29.11,0.44,1.04,0.59,52.67,2.1,1.67,0.83,0.29,1.06
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,35,4.4,12.09,1.58,70.7,41.09,9.76,29.61,0.01,1.15,1.14,50.08,1.99,1.56,0.72,0.19,1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,35,4.72,11.97,1.64,66.82,37.39,9.37,29.43,0.77,2.11,1.34,51.5,2,1.62,0.78,0.25,1.03
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,45,35,4.94,9.88,1.51,71.36,40.68,9.03,30.68,0.32,1.92,1.61,50.64,2.01,1.59,0.75,0.21,1.01
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,35,6.11,9.96,1.52,69.87,38.81,8.6,31.06,1.57,2.82,1.25,52.16,2.08,1.65,0.81,0.27,1.05
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,65,35,5.42,11.39,1.69,68.91,37.25,8.68,31.66,0.15,1.31,1.16,52.1,2.04,1.65,0.81,0.27,1.05
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,60,35,4.96,10.05,1.5,69.97,38.1,9.29,31.87,0.29,0.62,0.33,51.47,2.03,1.62,0.78,0.25,1.03
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,35,4.75,11.06,1.55,69.8,42.45,10.09,27.35,0.9,2.3,1.4,49.93,1.93,1.56,0.72,0.19,1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,35,5.24,11.23,1.64,66.19,35.72,8.49,30.47,0.31,0.97,0.67,52.44,2.06,1.66,0.82,0.28,1.05
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,35,4.91,12.17,1.51,67.52,39.01,8.82,28.51,0.01,1.27,1.26,51.14,1.98,1.61,0.77,0.23,1.02
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,65,35,5.07,13.09,1.99,68.99,37.99,9.5,31,0.21,0.82,0.61,51.59,1.99,1.62,0.79,0.25,1.03
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,60,35,5.83,12.98,1.92,67.93,36.28,8.42,31.65,0.47,1.75,1.29,52.74,2.05,1.67,0.83,0.29,1.06
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,45,35,5.3,10.97,1.62,69.17,37.02,8.53,32.15,0.01,1.76,1.75,52.08,2.03,1.64,0.81,0.27,1.04
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,35,4.98,13.2,1.88,68.54,35.64,9.43,32.9,0.01,0.66,0.65,52.26,2.01,1.65,0.81,0.28,1.05
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,35,5.59,9.33,1.25,72.66,37.49,9,35.17,1.07,2.84,1.77,52.16,2.08,1.65,0.81,0.27,1.05
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,65,35,4.26,12,1.78,71.17,37.24,8.88,33.93,0.01,0.98,0.97,51.18,2.01,1.61,0.77,0.23,1.02
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,35,5.08,12.19,1.82,71.3,37.73,9.07,33.57,0.58,1.36,0.78,51.68,2.01,1.63,0.79,0.25,1.04
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,45,35,5.36,11.91,1.61,70.08,37.78,9.44,32.3,0.89,1.63,0.74,51.89,2.01,1.64,0.8,0.26,1.04
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,35,4.54,11.46,1.41,73.07,40.12,9.49,32.95,0.42,1.99,1.57,50.49,1.99,1.58,0.74,0.21,1.01
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,35,5.11,9.48,1.67,66.93,38.59,9.07,28.34,1.29,2.88,1.59,51.43,2.01,1.62,0.78,0.24,1.03
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,35,6.02,11.25,1.49,71.05,38.85,8.84,32.2,1.04,2,0.96,52.08,2.03,1.64,0.81,0.27,1.04
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,35,4.81,12.57,1.72,66.78,36.41,9.14,30.37,0.01,0.07,0.06,51.88,2.01,1.64,0.8,0.26,1.04
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,35,4.52,12.42,2.29,66.38,37.39,8.15,28.99,0.15,0.43,0.29,51.34,2.02,1.61,0.78,0.24,1.03
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,55,35,5.7,11.84,1.3,69.84,40.82,10.34,29.02,0.17,1.5,1.33,51.2,1.97,1.61,0.77,0.23,1.02
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,50,35,5.32,11.02,1.49,70.98,39.22,9.03,31.76,0.01,1.39,1.38,51.4,2.03,1.62,0.78,0.24,1.03
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Córdoba,Cereté,Plana,Arcilloso,Lluvia,20,65,35,3.28,12.14,1.74,72.05,39.67,9.81,32.38,0.39,1.18,0.79,49.63,1.94,1.54,0.71,0.17,0.99
