Código Dane departamento,Departamento,Código Dane municipio,Municipio,Grupo cultivo,Subgrupo,Cultivo,Desagregación cultivo,Año,Periodo,Área sembrada,Área cosechada,Producción,Rendimiento,Ciclo del cultivo,Estado físico del cultivo,Código del cultivo,Nombre científico del cultivo
68,Santander,68229,Curití,Hortalizas,Hortalizas de Futo,Tomate,Tomate,2021,2021A,25.00,24.00,720.00,30.00,Transitorio,En Fresco,1052901,Lycopersicon esculentum
68,Santander,68229,Curití,Hortalizas,Hortalizas de Futo,Tomate,Tomate,2021,2021B,15.00,15.00,450.00,30.00,Transitorio,En Fresco,1052901,Lycopersicon esculentum
68,Santander,68229,Curití,Hortalizas,Hortalizas de Tallo,Cebolla De Rama,Cebolla De Rama,2021,2021A,3.00,3.00,45.00,15.00,Transitorio,En Fresco,1051200,Allium fistulosum
68,Santander,68229,Curití,Hortalizas,Hortalizas de Tallo,Cebolla De Rama,Cebolla De Rama,2021,2021B,4.00,4.00,60.00,15.00,Transitorio,En Fresco,1051200,Allium fistulosum
68,Santander,68229,Curití,Leguminosas,Leguminosas,Arveja,Arveja,2021,2021B,7.00,7.00,13.08,1.87,Transitorio,Grano,1060100,Pisum sativum
68,Santander,68229,Curití,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021A,650.00,650.00,975.00,1.50,Transitorio,Grano Seco,1060200,Phaseolus sp.
68,Santander,68229,Curití,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021B,400.00,400.00,600.00,1.50,Transitorio,Grano Seco,1060200,Phaseolus sp.
68,Santander,68229,Curití,Leguminosas,Leguminosas,Habichuela,Habichuela,2021,2021B,9.00,9.00,27.00,3.00,Transitorio,En Fresco,1060600,Phaseolus vulgaris
68,Santander,68229,Curití,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021A,25.00,25.00,200.00,8.00,Transitorio,En Fresco,1081001,Manihot esculenta
68,Santander,68235,El Carmen,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021A,98.00,90.00,108.00,1.20,Transitorio,Grano Seco,1010402,Zea mays
68,Santander,68235,El Carmen,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021B,40.00,38.00,45.60,1.20,Transitorio,Grano Seco,1010402,Zea mays
68,Santander,68235,El Carmen,Cereales,Cereales,Maíz,Maíz Blanco Tradicional,2021,2021A,1.00,1.00,1.50,1.50,Transitorio,Grano Seco,1010404,Zea mays
68,Santander,68235,El Carmen,Cereales,Cereales,Maíz,Maíz Blanco Tradicional,2021,2021B,1.00,1.00,1.50,1.50,Transitorio,Grano Seco,1010404,Zea mays
68,Santander,68235,El Carmen,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Cacao,Cacao,2021,2021,13935.00,13905.00,8621.10,0.62,Permanente,Grano Seco,2030200,Theobrama cacao L.
68,Santander,68235,El Carmen,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Café,Café,2021,2021,590.61,479.11,718.66,1.50,Permanente,Pergamino O Seco De Trilla,2030300,Coffea arabica L.
68,Santander,68235,El Carmen,Frutales,Cítricos,Limón,Limón  Mandarino,2021,2021,30.00,30.00,180.00,6.00,Permanente,En Fresco,2043601,Citrus limon L.
68,Santander,68235,El Carmen,Frutales,Cítricos,Limón,Limón  Pajarito,2021,2021,60.00,60.00,420.00,7.00,Permanente,En Fresco,2043602,Citrus limon L.
68,Santander,68235,El Carmen,Frutales,Cítricos,Limón,Limón  Tahiti,2021,2021,60.00,60.00,420.00,7.00,Permanente,En Fresco,2043603,Citrus limon L.
68,Santander,68235,El Carmen,Frutales,Cítricos,Naranja,Naranja Valencia,2021,2021,510.00,485.00,3880.00,8.00,Permanente,En Fresco,2044903,Citrus sinensis L. OSBECK
68,Santander,68235,El Carmen,Frutales,Demas frutales,Aguacate,Aguacate demás variedades,2021,2021,915.00,900.00,3600.00,4.00,Permanente,En Fresco,2040299,Persea americana
68,Santander,68235,El Carmen,Frutales,Demas frutales,Aguacate,Aguacate Hass,2021,2021,10.00,5.00,15.00,3.00,Permanente,En Fresco,2040201,Persea americana hass
68,Santander,68235,El Carmen,Frutales,Demas frutales,Aguacate,Aguacate Papelillo,2021,2021,355.00,350.00,1400.00,4.00,Permanente,En Fresco,2040202,Persea americana mill
68,Santander,68235,El Carmen,Frutales,Demas frutales,Banano,Banano consumo interno,2021,2021,900.00,900.00,5400.00,6.00,Permanente,En Fresco,2040902,Musa cavendishii
68,Santander,68235,El Carmen,Frutales,Demas frutales,Mango,Mango demás variedades,2021,2021,80.00,70.00,140.00,2.00,Permanente,En Fresco,2044299,Mangifera indica L
68,Santander,68235,El Carmen,Frutales,Demas frutales,Plátano,Plátano consumo interno,2021,2021,1500.00,1500.00,4200.00,2.80,Permanente,En Fresco,2045802,Musa paradisiaca L.
68,Santander,68235,El Carmen,Frutales,Solanaceas,Lulo,Lulo,2021,2021,6.00,6.00,12.00,2.00,Permanente,En Fresco,2043700,Solanum quitoense Lam
68,Santander,68235,El Carmen,Hortalizas,Hortalizas de Futo,Ahuyama,Ahuyama,2021,2021A,7.00,6.00,48.00,8.00,Transitorio,En Fresco,1050200,Cucurbita maxima
68,Santander,68235,El Carmen,Hortalizas,Hortalizas de Futo,Ahuyama,Ahuyama,2021,2021B,7.00,7.00,56.00,8.00,Transitorio,En Fresco,1050200,Cucurbita maxima
68,Santander,68235,El Carmen,Hortalizas,Hortalizas de Futo,Tomate,Tomate Invernadero,2021,2021A,0.75,0.75,60.00,80.00,Transitorio,En Fresco,1052902,Lycopersicon esculentum
68,Santander,68235,El Carmen,Hortalizas,Hortalizas de Futo,Tomate,Tomate Invernadero,2021,2021B,0.75,0.75,60.00,80.00,Transitorio,En Fresco,1052902,Lycopersicon esculentum
68,Santander,68235,El Carmen,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021A,5.00,4.50,2.25,0.50,Transitorio,Grano Seco,1060200,Phaseolus sp.
68,Santander,68235,El Carmen,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021B,5.00,4.50,2.25,0.50,Transitorio,Grano Seco,1060200,Phaseolus sp.
68,Santander,68235,El Carmen,Leguminosas,Leguminosas,Habichuela,Habichuela,2021,2021A,1.00,1.00,6.00,6.00,Transitorio,En Fresco,1060600,Phaseolus vulgaris
68,Santander,68235,El Carmen,Leguminosas,Leguminosas,Habichuela,Habichuela,2021,2021B,1.00,1.00,6.00,6.00,Transitorio,En Fresco,1060600,Phaseolus vulgaris
68,Santander,68235,El Carmen,Oleaginosas,Oleaginosas,Palma de aceite,Palma de aceite,2021,2021,30.00,30.00,117.83,3.93,Permanente,Aceite Crudo,2070400,Elaeis guineensis Jacq.
68,Santander,68235,El Carmen,Raíces y Tubérculos,Raíces y Tubérculos,Arracacha,Arracacha,2021,2021A,7.00,7.00,49.00,7.00,Transitorio,En Fresco,1080200,Arracacia xanthorrhiza
68,Santander,68235,El Carmen,Raíces y Tubérculos,Raíces y Tubérculos,Arracacha,Arracacha,2021,2021B,7.00,7.00,49.00,7.00,Transitorio,En Fresco,1080200,Arracacia xanthorrhiza
68,Santander,68235,El Carmen,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021A,50.00,48.00,384.00,8.00,Transitorio,En Fresco,1081001,Manihot esculenta
68,Santander,68235,El Carmen,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021B,30.00,28.00,224.00,8.00,Transitorio,En Fresco,1081001,Manihot esculenta
68,Santander,68245,El Guacamayo,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021A,39.00,39.00,50.70,1.30,Transitorio,Grano Seco,1010402,Zea mays
68,Santander,68245,El Guacamayo,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021B,28.00,28.00,36.40,1.30,Transitorio,Grano Seco,1010402,Zea mays
68,Santander,68245,El Guacamayo,Cereales,Cereales,Maíz,Maíz Blanco Tradicional,2021,2021A,12.00,12.00,15.60,1.30,Transitorio,Grano Seco,1010404,Zea mays
68,Santander,68245,El Guacamayo,Cereales,Cereales,Maíz,Maíz Blanco Tradicional,2021,2021B,9.00,9.00,11.70,1.30,Transitorio,Grano Seco,1010404,Zea mays
68,Santander,68245,El Guacamayo,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Cacao,Cacao,2021,2021,251.00,247.00,200.07,0.81,Permanente,Grano Seco,2030200,Theobrama cacao L.
68,Santander,68245,El Guacamayo,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Café,Café,2021,2021,38.00,31.84,20.38,0.64,Permanente,Pergamino O Seco De Trilla,2030300,Coffea arabica L.
68,Santander,68245,El Guacamayo,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Caña,Caña Panelera,2021,2021,144.00,144.00,10080.00,70.00,Permanente,Caña O Verde,2030402,Saccharum officinarum L.
68,Santander,68245,El Guacamayo,Frutales,Annonaceas,Guanábana,Guanábana,2021,2021,1.00,1.00,3.50,3.50,Permanente,En Fresco,2042900,Annona muricata L.
68,Santander,68245,El Guacamayo,Frutales,Cítricos,Mandarina,Mandarina demás variedades,2021,2021,11.00,11.00,66.00,6.00,Permanente,En Fresco,2044199,Citrus reticulata
68,Santander,68245,El Guacamayo,Frutales,Cítricos,Naranja,Naranja demás variedades,2021,2021,4.00,4.00,16.00,4.00,Permanente,En Fresco,2044999,Citrus sinensis L. OSBECK
68,Santander,68245,El Guacamayo,Frutales,Demas frutales,Aguacate,Aguacate demás variedades,2021,2021,11.00,11.00,33.00,3.00,Permanente,En Fresco,2040299,Persea americana
68,Santander,68245,El Guacamayo,Frutales,Demas frutales,Aguacate,Aguacate Hass,2021,2021,2.00,0.00,0.00,0.00,Permanente,En Fresco,2040201,Persea americana hass
68,Santander,68245,El Guacamayo,Frutales,Demas frutales,Banano,Banano consumo interno,2021,2021,5.00,5.00,35.00,7.00,Permanente,En Fresco,2040902,Musa cavendishii
68,Santander,68245,El Guacamayo,Frutales,Demas frutales,Plátano,Plátano consumo interno,2021,2021,36.00,36.00,360.00,10.00,Permanente,En Fresco,2045802,Musa paradisiaca L.
68,Santander,68245,El Guacamayo,Frutales,Myrtaceas,Guayaba,Guayaba,2021,2021,25.00,25.00,187.50,7.50,Permanente,En Fresco,2043000,Psidium guajava L.
68,Santander,68245,El Guacamayo,Frutales,Solanaceas,Lulo,Lulo,2021,2021,22.50,17.50,175.00,10.00,Permanente,En Fresco,2043700,Solanum quitoense Lam
68,Santander,68245,El Guacamayo,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021A,4.00,4.00,4.00,1.00,Transitorio,Grano Seco,1060200,Phaseolus sp.
68,Santander,68245,El Guacamayo,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021B,8.00,8.00,12.00,1.50,Transitorio,Grano Seco,1060200,Phaseolus sp.
68,Santander,68245,El Guacamayo,Raíces y Tubérculos,Raíces y Tubérculos,Papa,Papa Criolla,2021,2021B,2.00,2.00,2.00,1.00,Transitorio,En Fresco,1080702,Solanum tuberosum
68,Santander,68245,El Guacamayo,Raíces y Tubérculos,Raíces y Tubérculos,Papa,Papa todas las variedades,2021,2021B,2.00,2.00,6.00,3.00,Transitorio,En Fresco,1080701,Solanum tuberosum
68,Santander,68245,El Guacamayo,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021A,91.00,88.00,968.00,11.00,Transitorio,En Fresco,1081001,Manihot esculenta
68,Santander,68245,El Guacamayo,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021B,22.00,22.00,264.00,12.00,Transitorio,En Fresco,1081001,Manihot esculenta
68,Santander,68250,El Peñón,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021A,42.00,41.50,33.20,0.80,Transitorio,Grano Seco,1010402,Zea mays
68,Santander,68250,El Peñón,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021B,32.00,31.50,25.20,0.80,Transitorio,Grano Seco,1010402,Zea mays
68,Santander,68250,El Peñón,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Cacao,Cacao,2021,2021,286.00,286.00,228.80,0.80,Permanente,Grano Seco,2030200,Theobrama cacao L.
68,Santander,68250,El Peñón,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Café,Café,2021,2021,7.21,7.21,8.22,1.14,Permanente,Pergamino O Seco De Trilla,2030300,Coffea arabica L.
68,Santander,68250,El Peñón,Frutales,Annonaceas,Guanábana,Guanábana,2021,2021,3.00,3.00,12.00,4.00,Permanente,En Fresco,2042900,Annona muricata L.
68,Santander,68250,El Peñón,Frutales,Demas frutales,Mora,Mora,2021,2021,116.00,116.00,1392.00,12.00,Permanente,En Fresco,2044700,Morus ssp
68,Santander,68250,El Peñón,Frutales,Demas frutales,Papaya,Papaya  demás variedades,2021,2021,32.00,32.00,576.00,18.00,Permanente,En Fresco,2045399,Carica papaya
68,Santander,68250,El Peñón,Frutales,Demas frutales,Plátano,Plátano consumo interno,2021,2021,23.00,23.00,276.00,12.00,Permanente,En Fresco,2045802,Musa paradisiaca L.
68,Santander,68250,El Peñón,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021A,20.00,19.50,468.00,24.00,Transitorio,En Fresco,1081001,Manihot esculenta
68,Santander,68250,El Peñón,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021B,16.00,15.50,372.00,24.00,Transitorio,En Fresco,1081001,Manihot esculenta
68,Santander,68255,El Playón,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021A,15.00,14.00,28.00,2.00,Transitorio,Grano Seco,1010402,Zea mays
68,Santander,68255,El Playón,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021B,12.00,10.00,20.00,2.00,Transitorio,Grano Seco,1010402,Zea mays
68,Santander,68255,El Playón,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Cacao,Cacao,2021,2021,1517.00,1467.00,1173.60,0.80,Permanente,Grano Seco,2030200,Theobrama cacao L.
68,Santander,68255,El Playón,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Café,Café,2021,2021,1066.14,825.50,1122.68,1.36,Permanente,Pergamino O Seco De Trilla,2030300,Coffea arabica L.
68,Santander,68255,El Playón,Frutales,Cítricos,Limón,Limón  demás variedades,2021,2021,26.00,26.00,312.00,12.00,Permanente,En Fresco,2043699,Citrus limon L.
68,Santander,68255,El Playón,Frutales,Cítricos,Limón,Limón  Tahiti,2021,2021,50.00,50.00,600.00,12.00,Permanente,En Fresco,2043603,Citrus limon L.
68,Santander,68255,El Playón,Frutales,Cítricos,Mandarina,Mandarina demás variedades,2021,2021,180.00,180.00,1800.00,10.00,Permanente,En Fresco,2044199,Citrus reticulata
68,Santander,68255,El Playón,Frutales,Cítricos,Naranja,Naranja demás variedades,2021,2021,105.00,105.00,1050.00,10.00,Permanente,En Fresco,2044999,Citrus sinensis L. OSBECK
68,Santander,68255,El Playón,Frutales,Demas frutales,Aguacate,Aguacate demás variedades,2021,2021,175.00,167.00,1336.00,8.00,Permanente,En Fresco,2040299,Persea americana
68,Santander,68255,El Playón,Frutales,Demas frutales,Banano,Banano consumo interno,2021,2021,110.00,110.00,1100.00,10.00,Permanente,En Fresco,2040902,Musa cavendishii
68,Santander,68255,El Playón,Frutales,Demas frutales,Mora,Mora,2021,2021,100.00,90.00,900.00,10.00,Permanente,En Fresco,2044700,Morus ssp
68,Santander,68255,El Playón,Frutales,Demas frutales,Pitahaya,Pitahaya,2021,2021,10.00,10.00,90.00,9.00,Permanente,En Fresco,2045700,Hylocereus triangularis
68,Santander,68255,El Playón,Frutales,Demas frutales,Plátano,Plátano consumo interno,2021,2021,229.00,209.00,1672.00,8.00,Permanente,En Fresco,2045802,Musa paradisiaca L.
68,Santander,68255,El Playón,Frutales,Solanaceas,Lulo,Lulo,2021,2021,30.00,30.00,150.00,5.00,Permanente,En Fresco,2043700,Solanum quitoense Lam
68,Santander,68255,El Playón,Hortalizas,Hortalizas de Futo,Tomate,Tomate,2021,2021A,20.00,15.00,150.00,10.00,Transitorio,En Fresco,1052901,Lycopersicon esculentum
68,Santander,68255,El Playón,Hortalizas,Hortalizas de Futo,Tomate,Tomate,2021,2021B,15.00,12.00,120.00,10.00,Transitorio,En Fresco,1052901,Lycopersicon esculentum
68,Santander,68255,El Playón,Raíces y Tubérculos,Raíces y Tubérculos,Arracacha,Arracacha,2021,2021A,8.00,8.00,80.00,10.00,Transitorio,En Fresco,1080200,Arracacia xanthorrhiza
68,Santander,68255,El Playón,Raíces y Tubérculos,Raíces y Tubérculos,Arracacha,Arracacha,2021,2021B,8.00,7.00,70.00,10.00,Transitorio,En Fresco,1080200,Arracacia xanthorrhiza
68,Santander,68255,El Playón,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021A,70.00,68.00,544.00,8.00,Transitorio,En Fresco,1081001,Manihot esculenta
68,Santander,68255,El Playón,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021B,50.00,48.00,384.00,8.00,Transitorio,En Fresco,1081001,Manihot esculenta
68,Santander,68264,Encino,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021A,25.00,25.00,45.00,1.80,Transitorio,Grano Seco,1010402,Zea mays
68,Santander,68264,Encino,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021B,25.00,25.00,45.00,1.80,Transitorio,Grano Seco,1010402,Zea mays
68,Santander,68264,Encino,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Café,Café,2021,2021,441.37,386.07,420.82,1.09,Permanente,Pergamino O Seco De Trilla,2030300,Coffea arabica L.
68,Santander,68264,Encino,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Caña,Caña Panelera,2021,2021,48.00,44.00,5280.00,120.00,Permanente,Caña O Verde,2030402,Saccharum officinarum L.
68,Santander,68264,Encino,Leguminosas,Leguminosas,Arveja,Arveja,2021,2021A,26.00,26.00,24.30,0.93,Transitorio,Grano,1060100,Pisum sativum
68,Santander,68264,Encino,Leguminosas,Leguminosas,Arveja,Arveja,2021,2021B,26.00,26.00,24.30,0.93,Transitorio,Grano,1060100,Pisum sativum
68,Santander,68264,Encino,Raíces y Tubérculos,Raíces y Tubérculos,Papa,Papa todas las variedades,2021,2021A,86.00,86.00,516.00,6.00,Transitorio,En Fresco,1080701,Solanum tuberosum
68,Santander,68264,Encino,Raíces y Tubérculos,Raíces y Tubérculos,Papa,Papa todas las variedades,2021,2021B,86.00,86.00,516.00,6.00,Transitorio,En Fresco,1080701,Solanum tuberosum
68,Santander,68264,Encino,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021A,40.00,40.00,640.00,16.00,Transitorio,En Fresco,1081001,Manihot esculenta
68,Santander,68264,Encino,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021B,32.00,32.00,512.00,16.00,Transitorio,En Fresco,1081001,Manihot esculenta
68,Santander,68266,Enciso,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021A,70.00,70.00,84.00,1.20,Transitorio,Grano Seco,1010402,Zea mays
68,Santander,68266,Enciso,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021B,100.00,100.00,120.00,1.20,Transitorio,Grano Seco,1010402,Zea mays
68,Santander,68266,Enciso,Cultivos para Condimentos y Bebidas Medicinales y Aromáticas,Medicinales,Sábila,Sábila,2021,2021,23.00,23.00,1159.20,50.40,Permanente,En Fresco,2022800,Aloe vera
68,Santander,68266,Enciso,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Café,Café,2021,2021,75.77,53.23,60.68,1.14,Permanente,Pergamino O Seco De Trilla,2030300,Coffea arabica L.
68,Santander,68266,Enciso,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Caña,Caña Panelera,2021,2021,20.00,20.00,800.00,40.00,Permanente,Caña O Verde,2030402,Saccharum officinarum L.
68,Santander,68266,Enciso,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Tabaco,Tabaco,2021,2021A,4.00,4.00,12.00,3.00,Transitorio,En Fresco,1030700,Nicotiana tabacum
68,Santander,68266,Enciso,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Tabaco,Tabaco,2021,2021B,4.00,4.00,12.00,3.00,Transitorio,En Fresco,1030700,Nicotiana tabacum
68,Santander,68266,Enciso,Frutales,Cítricos,Limón,Limón  demás variedades,2021,2021,0.53,0.53,4.26,8.00,Permanente,En Fresco,2043699,Citrus limon L.
68,Santander,68266,Enciso,Frutales,Cítricos,Limón,Limón  Tahiti,2021,2021,4.00,4.00,32.01,8.00,Permanente,En Fresco,2043603,Citrus limon L.
68,Santander,68266,Enciso,Frutales,Cítricos,Mandarina,Mandarina Arrayana y/o Oneco,2021,2021,1.00,1.00,9.47,9.50,Permanente,En Fresco,2044101,Citrus reticulata
68,Santander,68266,Enciso,Frutales,Cítricos,Naranja,Naranja demás variedades,2021,2021,2.00,1.77,15.06,8.50,Permanente,En Fresco,2044999,Citrus sinensis L. OSBECK
68,Santander,68266,Enciso,Frutales,Cítricos,Tangelo,Tangelo,2021,2021,0.50,0.50,5.05,10.00,Permanente,En Fresco,2046200,Citrus × tangelo
68,Santander,68266,Enciso,Frutales,Demas frutales,Aguacate,Aguacate demás variedades,2021,2021,8.00,8.00,56.00,7.00,Permanente,En Fresco,2040299,Persea americana
68,Santander,68266,Enciso,Hortalizas,Hortalizas de Futo,Pimentón,Pimentón,2021,2021A,20.00,19.00,589.00,31.00,Transitorio,En Fresco,1052500,Capsicum annuum L
68,Santander,68266,Enciso,Hortalizas,Hortalizas de Futo,Pimentón,Pimentón,2021,2021B,8.00,7.50,232.50,31.00,Transitorio,En Fresco,1052500,Capsicum annuum L
68,Santander,68266,Enciso,Hortalizas,Hortalizas de Futo,Tomate,Tomate,2021,2021A,30.00,29.00,1450.00,50.00,Transitorio,En Fresco,1052901,Lycopersicon esculentum
68,Santander,68266,Enciso,Hortalizas,Hortalizas de Futo,Tomate,Tomate,2021,2021B,25.00,24.00,1200.00,50.00,Transitorio,En Fresco,1052901,Lycopersicon esculentum
68,Santander,68266,Enciso,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021A,100.00,100.00,100.00,1.00,Transitorio,Grano Seco,1060200,Phaseolus sp.
68,Santander,68266,Enciso,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021B,90.00,90.00,99.00,1.10,Transitorio,Grano Seco,1060200,Phaseolus sp.
68,Santander,68271,Florián,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021A,14.00,14.00,22.40,1.60,Transitorio,Grano Seco,1010402,Zea mays
68,Santander,68271,Florián,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021B,17.00,17.00,27.20,1.60,Transitorio,Grano Seco,1010402,Zea mays
68,Santander,68271,Florián,Cereales,Cereales,Maíz,Maíz Blanco Tradicional,2021,2021A,6.00,6.00,9.00,1.50,Transitorio,Grano Seco,1010404,Zea mays
68,Santander,68271,Florián,Cereales,Cereales,Maíz,Maíz Blanco Tradicional,2021,2021B,8.00,8.00,12.00,1.50,Transitorio,Grano Seco,1010404,Zea mays
68,Santander,68271,Florián,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Cacao,Cacao,2021,2021,712.00,672.00,235.20,0.35,Permanente,Grano Seco,2030200,Theobrama cacao L.
68,Santander,68271,Florián,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Café,Café,2021,2021,406.06,356.73,324.62,0.91,Permanente,Pergamino O Seco De Trilla,2030300,Coffea arabica L.
68,Santander,68271,Florián,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Caña,Caña Panelera,2021,2021,120.00,120.00,9600.00,80.00,Permanente,Caña O Verde,2030402,Saccharum officinarum L.
68,Santander,68271,Florián,Frutales,Demas frutales,Aguacate,Aguacate demás variedades,2021,2021,125.35,125.35,877.45,7.00,Permanente,En Fresco,2040299,Persea americana
68,Santander,68271,Florián,Frutales,Demas frutales,Aguacate,Aguacate Hass,2021,2021,5.40,1.40,10.50,7.50,Permanente,En Fresco,2040201,Persea americana hass
68,Santander,68271,Florián,Frutales,Demas frutales,Aguacate,Aguacate Papelillo,2021,2021,2.25,0.25,2.00,8.00,Permanente,En Fresco,2040202,Persea americana mill
68,Santander,68271,Florián,Frutales,Demas frutales,Mora,Mora,2021,2021,94.00,92.00,644.00,7.00,Permanente,En Fresco,2044700,Morus ssp
68,Santander,68271,Florián,Frutales,Demas frutales,Pitahaya,Pitahaya,2021,2021,5.00,5.00,25.00,5.00,Permanente,En Fresco,2045700,Hylocereus triangularis
68,Santander,68271,Florián,Frutales,Myrtaceas,Guayaba,Guayaba,2021,2021,258.00,255.00,6375.00,25.00,Permanente,En Fresco,2043000,Psidium guajava L.
68,Santander,68271,Florián,Frutales,Passifloraceas,Gulupa o cholupa,Gulupa o cholupa,2021,2021,17.00,14.00,210.00,15.00,Permanente,En Fresco,2043100,Passiflora edulis Sims fo. Edulis
68,Santander,68271,Florián,Frutales,Solanaceas,Lulo,Lulo,2021,2021,57.00,57.00,798.00,14.00,Permanente,En Fresco,2043700,Solanum quitoense Lam
68,Santander,68271,Florián,Hortalizas,Hortalizas de Futo,Tomate,Tomate,2021,2021A,1.00,1.00,22.00,22.00,Transitorio,En Fresco,1052901,Lycopersicon esculentum
68,Santander,68271,Florián,Hortalizas,Hortalizas de Futo,Tomate,Tomate,2021,2021B,2.00,2.00,43.00,21.50,Transitorio,En Fresco,1052901,Lycopersicon esculentum
68,Santander,68271,Florián,Hortalizas,Hortalizas de Futo,Tomate,Tomate Invernadero,2021,2021A,5.00,5.00,360.00,72.00,Transitorio,En Fresco,1052902,Lycopersicon esculentum
68,Santander,68271,Florián,Hortalizas,Hortalizas de Futo,Tomate,Tomate Invernadero,2021,2021B,4.00,4.00,288.00,72.00,Transitorio,En Fresco,1052902,Lycopersicon esculentum
68,Santander,68271,Florián,Leguminosas,Leguminosas,Arveja,Arveja,2021,2021A,3.00,3.00,4.21,1.40,Transitorio,Grano,1060100,Pisum sativum
68,Santander,68271,Florián,Leguminosas,Leguminosas,Arveja,Arveja,2021,2021B,3.00,3.00,4.21,1.40,Transitorio,Grano,1060100,Pisum sativum
68,Santander,68271,Florián,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021A,2.00,2.00,2.80,1.40,Transitorio,Grano Seco,1060200,Phaseolus sp.
68,Santander,68271,Florián,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021B,3.00,3.00,4.20,1.40,Transitorio,Grano Seco,1060200,Phaseolus sp.
68,Santander,68271,Florián,Leguminosas,Leguminosas,Habichuela,Habichuela,2021,2021A,1.00,1.00,10.00,10.00,Transitorio,En Fresco,1060600,Phaseolus vulgaris
68,Santander,68271,Florián,Leguminosas,Leguminosas,Habichuela,Habichuela,2021,2021B,1.00,1.00,10.00,10.00,Transitorio,En Fresco,1060600,Phaseolus vulgaris
68,Santander,68271,Florián,Raíces y Tubérculos,Raíces y Tubérculos,Arracacha,Arracacha,2021,2021A,4.00,4.00,24.00,6.00,Transitorio,En Fresco,1080200,Arracacia xanthorrhiza
68,Santander,68271,Florián,Raíces y Tubérculos,Raíces y Tubérculos,Arracacha,Arracacha,2021,2021B,4.00,4.00,24.00,6.00,Transitorio,En Fresco,1080200,Arracacia xanthorrhiza
