departamento,municipio,cultivo,periodo,area_sembrada_ha,area_cosechada_ha,produccion_t,rendimiento_t_ha
Santander,Simacota,Lima,2017,81,21,193,9.2
Santander,Curiti,Lima,2017,40,15,165,11
Santander,Barrancabermeja,Lima,2017,31,13,230,18
Santander,Onzaga,Lima,2017,22,22,242,11
Santander,Pinchote,Lima,2017,20,13,130,10
Vichada,La primavera,Lima,2017,21,21,336,16
Antioquia,Venecia,Lima,2018,280,278,6400,23.02
Antioquia,Uramita,Lima,2018,180,103,1458,14.16
Antioquia,Fredonia,Lima,2018,80,70,1400,20
Antioquia,Valparaiso,Lima,2018,79,57,1159,20.43
Antioquia,Dabeiba,Lima,2018,66,56,748,13.47
Antioquia,Frontino,Lima,2018,59,50,508,10.24
Antioquia,Tarso,Lima,2018,57,18,501,28.02
Antioquia,Canasgordas,Lima,2018,51,47,429,9.13
Antioquia,Tamesis,Lima,2018,36,31,437,14.13
Antioquia,Chigorodo,Lima,2018,32,17,34,2
Antioquia,Liborina,Lima,2018,27,27,193,7.14
Antioquia,San andres,Lima,2018,21,21,65,3.12
Antioquia,Salgar,Lima,2018,16,10,50,5
Antioquia,Necocli,Lima,2018,14,13,65,5
Antioquia,Ituango,Lima,2018,13,8,40,5
Antioquia,Titiribi,Lima,2018,12,12,241,20.12
Antioquia,Medellin,Lima,2018,8,8,66,8.29
Antioquia,Olaya,Lima,2018,8,3,16,4.72
Antioquia,Puerto nare,Lima,2018,7,7,21,3
Antioquia,Sopetran,Lima,2018,7,7,25,3.5
Antioquia,Briceno,Lima,2018,6,5,25,5
Antioquia,Carmen de viboral,Lima,2018,6,4,92,24.07
Antioquia,Heliconia,Lima,2018,5,5,51,10.19
Antioquia,Armenia,Lima,2018,4,4,20,5
Antioquia,Giraldo,Lima,2018,4,3,15,5
Atlantico,Santo tomas,Lima,2018,53,17,238,14
Caldas,Norcasia,Lima,2018,27,12,48,4
Cauca,Padilla,Lima,2018,13,8,40,5
Norte de santander,El carmen,Lima,2018,14,12,48,4
Norte de santander,Abrego,Lima,2018,5,5,75,15
Risaralda,Pereira,Lima,2018,131,77,1933,25
Risaralda,Balboa,Lima,2018,7,2,50,25
Santander,Giron,Lima,2018,2396,2331,50816,21.8
Santander,Lebrija,Lima,2018,1568,1423,21345,15
Santander,Barrancabermeja,Lima,2018,131,31,678,22
Santander,Socorro,Lima,2018,108,82,1511,18.4
Santander,Aratoca,Lima,2018,99,82,1046,12.76
Santander,Simacota,Lima,2018,91,31,310,10
Santander,Curiti,Lima,2018,50,35,420,12
Santander,Onzaga,Lima,2018,22,22,242,11
Santander,Pinchote,Lima,2018,22,13,130,10
Vichada,La primavera,Lima,2018,21,21,336,16
Antioquia,Puerto berrio,Limon,2007,77,77,462,6
Atlantico,Santo tomas,Limon,2007,439,390,7800,20
Atlantico,Palmar de varela,Limon,2007,170,168,1176,7
Atlantico,Luruaco,Limon,2007,140,140,2240,16
Atlantico,Polonuevo,Limon,2007,59,59,590,10
Atlantico,Sabanagrande,Limon,2007,51,50,600,12
Atlantico,Malambo,Limon,2007,50,25,175,7
Atlantico,Sabanalarga,Limon,2007,30,30,310,10.33
Atlantico,Ponedera,Limon,2007,22,22,220,10
Atlantico,Galapa,Limon,2007,20,15,270,18
Atlantico,Usiacuri,Limon,2007,5,5,50,10
Atlantico,Candelaria,Limon,2007,1,1,5,5
Bolivar,Santa catalina,Limon,2007,11,11,154,14
Boyaca,Socha,Limon,2007,14,14,70,5
Boyaca,Sativanorte,Limon,2007,7,7,70,10
Boyaca,Chiscas,Limon,2007,5,4,12,3
Cauca,Patia,Limon,2007,36,16,176,11
Cauca,Balboa,Limon,2007,16,16,112,7
Cesar,La jagua de ibirico,Limon,2007,40,40,120,3
Cordoba,Buenavista,Limon,2007,10,10,200,20
Cordoba,Cerete,Limon,2007,3,3,65,21.67
Cundinamarca,Narino,Limon,2007,10,8,75,9.38
La guajira,Riohacha,Limon,2007,22,18,90,5
La guajira,Urumita,Limon,2007,13,11,44,4
La guajira,Fonseca,Limon,2007,10,7,35,5
La guajira,Villanueva,Limon,2007,7,6,54,9
La guajira,La jagua del pilar,Limon,2007,6,5,20,4
La guajira,San juan del cesar,Limon,2007,5,5,20,4
La guajira,Barrancas,Limon,2007,4,4,16,4
La guajira,Distraccion,Limon,2007,2,2,8,4
La guajira,El molino,Limon,2007,2,2,6,3
Magdalena,Remolino,Limon,2007,3,3,60,20
Norte de santander,Arboledas,Limon,2007,704,704,10550,14.99
Norte de santander,Toledo,Limon,2007,187,170,2040,12
Norte de santander,Chinacota,Limon,2007,158,158,1975,12.5
Norte de santander,Durania,Limon,2007,156,156,1560,10
Norte de santander,Bochalema,Limon,2007,83,83,1241,14.95
Norte de santander,Salazar,Limon,2007,16,13,234,18
Norte de santander,San cayetano,Limon,2007,10,9,72,8
Norte de santander,Santiago,Limon,2007,10,10,110,11
Sucre,Tolu,Limon,2007,9,9,72,8
Sucre,Ovejas,Limon,2007,2,2,5,2.5
Tolima,Guamo,Limon,2007,1870,1870,21000,11.23
Tolima,Coyaima,Limon,2007,466,466,9000,19.31
Tolima,Espinal,Limon,2007,400,400,4700,11.75
Tolima,Natagaima,Limon,2007,375,375,2975,7.93
Tolima,San luis,Limon,2007,240,240,4650,19.38
Tolima,Ambalema,Limon,2007,215,215,3225,15
Tolima,Purificacion,Limon,2007,180,125,1150,9.2
Tolima,Ortega,Limon,2007,159,155,636,4.1
Tolima,Coello,Limon,2007,143,80,1875,23.44
Tolima,Saldana,Limon,2007,137,137,1370,10
Tolima,Armero (guayabal),Limon,2007,116,116,1760,15.17
Tolima,Mariquita,Limon,2007,52,52,416,8
Tolima,Honda,Limon,2007,47,47,540,11.49
Tolima,Falan,Limon,2007,35,35,280,8
Tolima,Piedras,Limon,2007,25,25,50,2
Tolima,Suarez,Limon,2007,25,25,310,12.4
Tolima,Alvarado,Limon,2007,20,19,140,7.37
Tolima,Venadillo,Limon,2007,18,10,40,4
Tolima,Carmen de apicala,Limon,2007,16,16,90,5.63
Tolima,Chaparral,Limon,2007,10,8,128,16
Tolima,Prado,Limon,2007,10,5,35,7
Valle del cauca,Andalucia,Limon,2007,98,93,2466,26.52
Valle del cauca,La victoria,Limon,2007,20,20,300,15
Valle del cauca,Trujillo,Limon,2007,10,10,200,20
Valle del cauca,Yumbo,Limon,2007,9,5,62,12.4
Valle del cauca,Candelaria,Limon,2007,6,6,79,13.17
Amazonas,Leticia,Limon,2008,16,7,35,5
Amazonas,Puerto narino,Limon,2008,16,6,26,4.33
Antioquia,Puerto berrio,Limon,2008,77,77,462,6
Antioquia,Caracoli,Limon,2008,3,3,12,4
Atlantico,Santo tomas,Limon,2008,423,415,8300,20
Atlantico,Palmar de varela,Limon,2008,170,170,1190,7
Atlantico,Luruaco,Limon,2008,140,140,2800,20
Atlantico,Sabanalarga,Limon,2008,90,90,1350,15
Atlantico,Polonuevo,Limon,2008,59,59,590,10
Atlantico,Sabanagrande,Limon,2008,55,50,600,12
Atlantico,Malambo,Limon,2008,45,40,400,10
Atlantico,Ponedera,Limon,2008,22,22,220,10
Atlantico,Galapa,Limon,2008,20,17,306,18
Atlantico,Baranoa,Limon,2008,7,6,43,7.17
Atlantico,Tubara,Limon,2008,5,5,90,18
Atlantico,Usiacuri,Limon,2008,5,5,50,10
Atlantico,Candelaria,Limon,2008,1,1,5,5
Bolivar,Turbana,Limon,2008,18,18,360,20
Bolivar,Santa catalina,Limon,2008,11,11,154,14
Boyaca,Socha,Limon,2008,12,12,55,4.58
Boyaca,Soata,Limon,2008,8,4,12,3
Boyaca,Chiscas,Limon,2008,5,4,12,3
Cauca,Patia,Limon,2008,45,33,457,13.85
Cauca,Balboa,Limon,2008,14,14,98,7
Cauca,Villa rica,Limon,2008,5,5,60,12
Cesar,La jagua de ibirico,Limon,2008,40,40,120,3
Cesar,San diego,Limon,2008,8,8,40,5
Cordoba,Buenavista,Limon,2008,15,10,200,20
Cordoba,Cerete,Limon,2008,3,3,65,21.67
Cundinamarca,Tena,Limon,2008,15,13,218,16.8
Cundinamarca,Narino,Limon,2008,10,6,56,9.33
Cundinamarca,Tibirita,Limon,2008,2,2,6,4
La guajira,Dibulla,Limon,2008,76,73,565,7.74
La guajira,Riohacha,Limon,2008,23,22,110,5
La guajira,Urumita,Limon,2008,13,13,39,3
La guajira,Fonseca,Limon,2008,11,10,50,5
La guajira,La jagua del pilar,Limon,2008,6,6,24,4
La guajira,San juan del cesar,Limon,2008,6,5,20,4
La guajira,Barrancas,Limon,2008,4,4,16,4
La guajira,El molino,Limon,2008,3,2,6,3
La guajira,Distraccion,Limon,2008,2,2,10,5
La guajira,Villanueva,Limon,2008,2,2,12,6
Magdalena,Remolino,Limon,2008,4,3,60,20
Norte de santander,Arboledas,Limon,2008,701,701,10500,14.98
Norte de santander,Toledo,Limon,2008,187,187,2130,11.39
Norte de santander,Chinacota,Limon,2008,158,158,1975,12.5
Norte de santander,Durania,Limon,2008,156,156,1555,10
Norte de santander,Bochalema,Limon,2008,83,83,1245,15
Norte de santander,Gramalote,Limon,2008,48,48,528,11
Norte de santander,Salazar,Limon,2008,16,16,240,15
Norte de santander,Santiago,Limon,2008,10,10,110,11
Norte de santander,San cayetano,Limon,2008,9,9,72,8
Sucre,Tolu,Limon,2008,10,10,80,8
Sucre,San benito abad,Limon,2008,4,4,24,6
Tolima,Coyaima,Limon,2008,374,250,2800,11.2
Tolima,Espinal,Limon,2008,320,300,3500,11.67
Tolima,Natagaima,Limon,2008,304,289,1843,6.38
Tolima,Guamo,Limon,2008,280,210,2304,10.97
Tolima,San luis,Limon,2008,240,240,4450,18.54
Tolima,Ambalema,Limon,2008,190,180,2460,13.67
Tolima,Flandes,Limon,2008,180,40,420,10.5
Tolima,Ortega,Limon,2008,174,157,785,5
Tolima,Purificacion,Limon,2008,150,120,1100,9.17
Tolima,Coello,Limon,2008,143,52,416,8
Tolima,Armero (guayabal),Limon,2008,116,116,2060,17.76
Tolima,Saldana,Limon,2008,50,45,500,11.11
Tolima,Honda,Limon,2008,47,47,540,11.49
Tolima,Falan,Limon,2008,30,30,250,8.33
Tolima,Suarez,Limon,2008,26,23,366,15.91
Tolima,Piedras,Limon,2008,25,25,60,2.4
Tolima,Mariquita,Limon,2008,22,22,198,9
Tolima,Venadillo,Limon,2008,18,10,40,4
Tolima,Carmen de apicala,Limon,2008,16,10,60,6
Tolima,Alvarado,Limon,2008,15,10,70,7
Tolima,Chaparral,Limon,2008,14,10,160,16
Tolima,Prado,Limon,2008,10,5,40,8
Valle del cauca,Andalucia,Limon,2008,161,129,2672,20.71
Valle del cauca,La victoria,Limon,2008,50,20,300,15
Valle del cauca,Candelaria,Limon,2008,17,17,202,11.88
Valle del cauca,Trujillo,Limon,2008,10,10,80,8
Valle del cauca,Yumbo,Limon,2008,10,6,80,13.33
Vichada,Cumaribo,Limon,2008,42,34,115,3.38
Antioquia,Puerto berrio,Limon,2009,77,77,462,6
Antioquia,Caracoli,Limon,2009,3,3,12,4
Atlantico,Santo tomas,Limon,2009,418,418,12540,30
Atlantico,Palmar de varela,Limon,2009,185,150,1050,7
Atlantico,Luruaco,Limon,2009,80,80,1600,20
Atlantico,Sabanalarga,Limon,2009,80,80,800,10
Atlantico,Sabanagrande,Limon,2009,55,55,165,3
Atlantico,Malambo,Limon,2009,50,40,400,10
Atlantico,Polonuevo,Limon,2009,50,50,500,10
Atlantico,Galapa,Limon,2009,20,17,306,18
Atlantico,Baranoa,Limon,2009,8,7,41,5.8
Atlantico,Candelaria,Limon,2009,7,4,24,6
Atlantico,Usiacuri,Limon,2009,6,4,44,10
Atlantico,Repelon,Limon,2009,5,5,75,15
Bolivar,San estanislao,Limon,2009,40,40,400,10
Bolivar,Turbana,Limon,2009,18,18,360,20
Bolivar,Santa catalina,Limon,2009,11,11,154,14
Boyaca,Otanche,Limon,2009,10,10,40,4
Boyaca,Soata,Limon,2009,8,4,12,3
Caldas,Viterbo,Limon,2009,26,26,598,23
Cauca,Patia,Limon,2009,63,23,360,15.65
Cauca,Balboa,Limon,2009,15,14,70,5
Cauca,Mercaderes,Limon,2009,8,8,80,10
Cauca,Villa rica,Limon,2009,7,4,48,12
Cauca,Padilla,Limon,2009,5,5,60,12
Cesar,La jagua de ibirico,Limon,2009,40,40,120,3
Cesar,Valledupar,Limon,2009,20,20,100,5
Cesar,San diego,Limon,2009,8,8,40,5
Cordoba,Buenavista,Limon,2009,25,20,300,15
Cordoba,Cerete,Limon,2009,3,3,55,22
Cundinamarca,Tibacuy,Limon,2009,22,7,63,9
Cundinamarca,Tena,Limon,2009,16,14,238,17
La guajira,Dibulla,Limon,2009,81,73,565,7.74
La guajira,Riohacha,Limon,2009,25,21,105,5
La guajira,Fonseca,Limon,2009,13,9,45,5
La guajira,Urumita,Limon,2009,13,13,39,3
La guajira,San juan del cesar,Limon,2009,8,6,18,3
La guajira,La jagua del pilar,Limon,2009,5,5,20,4
La guajira,Maicao,Limon,2009,5,5,25,5
La guajira,Barrancas,Limon,2009,4,4,16,4
La guajira,Distraccion,Limon,2009,4,2,10,5
La guajira,El molino,Limon,2009,3,3,12,4
La guajira,Villanueva,Limon,2009,2,2,12,6
Magdalena,Remolino,Limon,2009,4,3,60,20
Norte de santander,Arboledas,Limon,2009,711,707,10580,14.96
Norte de santander,Toledo,Limon,2009,187,170,1870,11
Norte de santander,Chinacota,Limon,2009,158,158,1975,12.5
Norte de santander,Durania,Limon,2009,156,156,1560,10
Norte de santander,Bochalema,Limon,2009,83,83,1245,15
Norte de santander,Gramalote,Limon,2009,51,49,488,9.96
Norte de santander,Salazar,Limon,2009,16,16,240,15
Norte de santander,Santiago,Limon,2009,10,10,110,11
Norte de santander,San cayetano,Limon,2009,9,9,72,8
Santander,Lebrija,Limon,2009,623,473,7568,16
Santander,Piedecuesta,Limon,2009,20,20,400,20
Santander,El playon,Limon,2009,14,14,350,25
Santander,Pinchote,Limon,2009,14,10,100,10
Santander,Jordan,Limon,2009,10,10,80,8
Santander,Confines,Limon,2009,5,4,80,20
Santander,Enciso,Limon,2009,3,3,6,2.5
Santander,San andres,Limon,2009,3,3,24,8
Sucre,Tolu,Limon,2009,6,6,48,8
Sucre,San benito abad,Limon,2009,4,4,24,6
Tolima,Guamo,Limon,2009,388,374,4114,11
Tolima,Coyaima,Limon,2009,281,230,1380,6
Tolima,San luis,Limon,2009,260,233,2796,12
Tolima,Natagaima,Limon,2009,233,203,711,3.5
Tolima,Flandes,Limon,2009,180,180,1754,9.74
Tolima,Ortega,Limon,2009,179,74,148,2
Tolima,Purificacion,Limon,2009,150,150,1350,9
Tolima,Coello,Limon,2009,143,143,1430,10
Tolima,Espinal,Limon,2009,63,60,840,14
Tolima,Armero (guayabal),Limon,2009,58,51,612,12
Tolima,Honda,Limon,2009,48,10,60,6
Tolima,Saldana,Limon,2009,45,17,136,8
Tolima,Suarez,Limon,2009,27,27,297,11
Tolima,Mariquita,Limon,2009,25,22,102,4.64
Tolima,Venadillo,Limon,2009,21,16,48,3
Tolima,Piedras,Limon,2009,20,15,45,3
Tolima,Carmen de apicala,Limon,2009,16,16,96,6
Tolima,Icononzo,Limon,2009,5,5,75,15
Valle del cauca,Andalucia,Limon,2009,121,111,1174,10.58
Valle del cauca,La victoria,Limon,2009,51,20,300,15
Valle del cauca,Candelaria,Limon,2009,17,17,199,12
Valle del cauca,Trujillo,Limon,2009,16,10,150,15
Valle del cauca,Yumbo,Limon,2009,10,7,70,10
Vichada,Cumaribo,Limon,2009,46,38,120,3.16
Antioquia,Puerto berrio,Limon,2010,77,77,462,6
Antioquia,Caracoli,Limon,2010,3,3,12,4
Atlantico,Santo tomas,Limon,2010,427,420,12600,30
Atlantico,Palmar de varela,Limon,2010,205,190,1330,7
Atlantico,Luruaco,Limon,2010,80,80,1600,20
Atlantico,Sabanalarga,Limon,2010,77,77,770,10
Atlantico,Malambo,Limon,2010,55,50,450,9
Atlantico,Polonuevo,Limon,2010,49,49,490,10
Atlantico,Galapa,Limon,2010,20,17,272,16
Atlantico,Usiacuri,Limon,2010,6,4,44,10
Atlantico,Repelon,Limon,2010,5,3,45,15
Atlantico,Sabanagrande,Limon,2010,2,1,1,0.8
Bolivar,San estanislao,Limon,2010,40,40,390,9.75
Bolivar,Turbana,Limon,2010,23,23,460,20
Bolivar,Santa catalina,Limon,2010,11,11,140,12.73
Boyaca,Otanche,Limon,2010,10,10,40,4
Boyaca,Soata,Limon,2010,8,6,18,3
Caldas,Neira,Limon,2010,50,47,1880,40
Caldas,Viterbo,Limon,2010,28,26,598,23
Casanare,Tauramena,Limon,2010,17,10,30,3
Casanare,Nunchia,Limon,2010,15,14,56,4
Casanare,Sabanalarga,Limon,2010,2,2,8,4
Casanare,Chameza,Limon,2010,1,1,7,7
Cauca,Patia,Limon,2010,72,33,660,20
Cauca,Mercaderes,Limon,2010,28,18,108,6
Cauca,Balboa,Limon,2010,16,15,75,5
Cauca,Villa rica,Limon,2010,8,2,36,18
Cauca,Padilla,Limon,2010,5,5,50,10
Cesar,Valledupar,Limon,2010,40,20,240,12
Cesar,San diego,Limon,2010,16,16,112,7
Cordoba,Buenavista,Limon,2010,25,25,375,15
Cordoba,Momil,Limon,2010,7,5,1,0.2
Cundinamarca,Tibacuy,Limon,2010,26,19,228,12
Cundinamarca,Tena,Limon,2010,17,15,150,10
Cundinamarca,Narino,Limon,2010,7,7,42,6
Cundinamarca,Tibirita,Limon,2010,2,2,8,5
La guajira,Dibulla,Limon,2010,83,80,600,7.5
La guajira,Riohacha,Limon,2010,25,25,125,5
La guajira,Fonseca,Limon,2010,17,11,55,5
La guajira,Urumita,Limon,2010,13,13,39,3
La guajira,San juan del cesar,Limon,2010,9,8,24,3
La guajira,Distraccion,Limon,2010,5,2,10,5
La guajira,Maicao,Limon,2010,5,5,25,5
La guajira,Barrancas,Limon,2010,5,4,16,4
La guajira,La jagua del pilar,Limon,2010,5,4,16,4
La guajira,El molino,Limon,2010,4,3,14,4.5
La guajira,Villanueva,Limon,2010,1,1,8,8
Magdalena,Remolino,Limon,2010,4,3,60,20
Narino,Taminango,Limon,2010,300,84,420,5
Norte de santander,Arboledas,Limon,2010,712,703,10580,15.05
Norte de santander,Toledo,Limon,2010,187,175,1750,10
Norte de santander,Chinacota,Limon,2010,157,157,1963,12.5
Norte de santander,Durania,Limon,2010,156,156,1560,10
Norte de santander,Bochalema,Limon,2010,84,83,1245,15
Norte de santander,Gramalote,Limon,2010,48,48,480,10
Norte de santander,Salazar,Limon,2010,16,16,240,15
Norte de santander,Santiago,Limon,2010,10,10,150,15
Norte de santander,San cayetano,Limon,2010,9,9,72,8
Santander,Lebrija,Limon,2010,615,473,7568,16
Santander,Rionegro,Limon,2010,93,88,880,10
Santander,Piedecuesta,Limon,2010,20,20,400,20
Santander,El playon,Limon,2010,17,14,210,15
Santander,Pinchote,Limon,2010,16,10,100,10
Santander,Jordan,Limon,2010,11,10,37,3.7
Santander,San andres,Limon,2010,3,3,24,8
Sucre,San benito abad,Limon,2010,5,4,24,6
Sucre,Chalan,Limon,2010,4,4,8,2
Sucre,Tolu,Limon,2010,4,4,28,7
Sucre,Morroa,Limon,2010,2,1,3,2.8
Tolima,Guamo,Limon,2010,900,700,10500,15
Tolima,San luis,Limon,2010,290,265,3180,12
Tolima,Coyaima,Limon,2010,280,250,1420,5.68
Tolima,Natagaima,Limon,2010,243,203,711,3.5
Tolima,Flandes,Limon,2010,180,180,1754,9.74
Tolima,Purificacion,Limon,2010,163,150,1350,9
