departamento,municipio,cultivo,periodo,area_sembrada_ha,area_cosechada_ha,produccion_t,rendimiento_t_ha
Norte de santander,Cucuta,Naranja,2010,30,30,320,10.67
Norte de santander,El zulia,Naranja,2010,28,23,321,13.96
Norte de santander,Convencion,Naranja,2010,26,17,119,7
Norte de santander,Santiago,Naranja,2010,22,22,265,12.05
Norte de santander,Salazar,Naranja,2010,19,14,252,18
Norte de santander,Los patios,Naranja,2010,10,7,117,18
Norte de santander,Ragonvalia,Naranja,2010,10,10,150,15
Norte de santander,Arboledas,Naranja,2010,8,7,91,13
Norte de santander,Villa del rosario,Naranja,2010,7,7,70,10
Norte de santander,Chinacota,Naranja,2010,5,5,80,16
Norte de santander,Gramalote,Naranja,2010,3,1,8,8
Risaralda,Pereira,Naranja,2010,416,394,6186,15.7
Risaralda,Belen de umbria,Naranja,2010,160,160,4880,30.5
Risaralda,Marsella,Naranja,2010,112,83,2988,36
Risaralda,La virginia,Naranja,2010,8,8,54,6.7
Risaralda,Balboa,Naranja,2010,5,4,2,0.5
Santander,Rionegro,Naranja,2010,632,592,5920,10
Santander,San vicente de chucuri,Naranja,2010,482,296,1273,4.3
Santander,Lebrija,Naranja,2010,395,275,4125,15
Santander,El carmen de chucuri,Naranja,2010,200,150,1500,10
Santander,Suaita,Naranja,2010,197,182,3640,20
Santander,Pinchote,Naranja,2010,115,95,1305,13.74
Santander,Santa helena del opon,Naranja,2010,80,40,1200,30
Santander,San benito,Naranja,2010,68,55,770,14
Santander,Landazuri,Naranja,2010,35,30,235,7.83
Santander,Aratoca,Naranja,2010,28,26,182,7
Santander,Barichara,Naranja,2010,28,19,185,10
Santander,Chima,Naranja,2010,20,20,600,30
Santander,San miguel,Naranja,2010,20,20,200,10
Santander,Bucaramanga,Naranja,2010,17,12,134,11.17
Santander,Puente nacional,Naranja,2010,17,14,140,10
Santander,Guapota,Naranja,2010,15,15,128,8.5
Santander,Piedecuesta,Naranja,2010,14,14,140,10
Santander,El playon,Naranja,2010,13,8,56,7
Santander,Oiba,Naranja,2010,13,11,132,12
Sucre,Galeras,Naranja,2010,44,39,176,4.5
Sucre,Ovejas,Naranja,2010,20,10,50,5
Sucre,San onofre,Naranja,2010,17,11,50,4.5
Sucre,San pedro,Naranja,2010,12,6,30,5
Sucre,Corozal,Naranja,2010,8,8,24,3
Sucre,Chalan,Naranja,2010,6,5,20,4
Sucre,Covenas,Naranja,2010,2,2,5,2.5
Sucre,Morroa,Naranja,2010,2,2,4,2.2
Tolima,Chaparral,Naranja,2010,280,260,6240,24
Tolima,Dolores,Naranja,2010,250,250,1250,5
Tolima,Ibague,Naranja,2010,197,164,1164,7.1
Tolima,Cajamarca,Naranja,2010,120,105,637,6.07
Tolima,Mariquita,Naranja,2010,40,34,170,5
Tolima,Purificacion,Naranja,2010,31,30,270,9
Tolima,Cunday,Naranja,2010,25,25,163,6.5
Tolima,Venadillo,Naranja,2010,18,18,72,4
Tolima,Espinal,Naranja,2010,8,7,70,10
Valle del cauca,Obando,Naranja,2010,125,60,1050,17.5
Valle del cauca,Andalucia,Naranja,2010,95,54,1634,30
Valle del cauca,Dagua,Naranja,2010,72,72,936,13
Valle del cauca,Yumbo,Naranja,2010,45,45,675,15
Valle del cauca,Cartago,Naranja,2010,43,43,1917,45
Valle del cauca,Candelaria,Naranja,2010,10,10,130,13
Valle del cauca,Trujillo,Naranja,2010,8,8,32,4
Vaupes,Caruru,Naranja,2010,2,1,1,1
Vichada,Cumaribo,Naranja,2010,97,67,858,12.8
Antioquia,Copacabana,Naranja,2011,49,46,368,8
Antioquia,Valdivia,Naranja,2011,22,20,150,7.5
Antioquia,Caicedo,Naranja,2011,10,10,40,4
Atlantico,Luruaco,Naranja,2011,79,78,2340,30
Atlantico,Usiacuri,Naranja,2011,3,1,1,1
Atlantico,Sabanagrande,Naranja,2011,3,2,15,10
Bolivar,San fernando,Naranja,2011,270,200,4000,20
Bolivar,Mahates,Naranja,2011,200,200,3000,15
Bolivar,Turbaco,Naranja,2011,175,175,2625,15
Bolivar,Talaigua nuevo,Naranja,2011,130,80,1600,20
Bolivar,San juan nepomuceno,Naranja,2011,85,60,720,12
Bolivar,Margarita,Naranja,2011,76,25,425,17
Bolivar,San estanislao,Naranja,2011,8,8,80,10
Boyaca,Pauna,Naranja,2011,373,357,4570,12.8
Boyaca,Muzo,Naranja,2011,127,127,762,6
Boyaca,Moniquira,Naranja,2011,78,55,1337,24.3
Boyaca,Briceno,Naranja,2011,62,60,480,8
Boyaca,San luis de gaceno,Naranja,2011,52,52,622,12
Boyaca,Santana,Naranja,2011,33,25,8,0.33
Boyaca,Labranzagrande,Naranja,2011,30,30,300,10
Boyaca,Otanche,Naranja,2011,10,10,20,2
Boyaca,Soata,Naranja,2011,8,4,10,2.6
Boyaca,Paez,Naranja,2011,7,7,76,10.5
Boyaca,Socha,Naranja,2011,4,4,21,5
Boyaca,Chiscas,Naranja,2011,3,3,15,5
Boyaca,Tipacoque,Naranja,2011,1,1,5,4.5
Caldas,Viterbo,Naranja,2011,352,255,4080,16
Caldas,Palestina,Naranja,2011,267,235,3937,16.74
Caldas,Neira,Naranja,2011,134,109,5014,46
Caldas,San jose,Naranja,2011,56,39,164,4.2
Caldas,Supia,Naranja,2011,50,35,525,15
Caldas,La dorada,Naranja,2011,10,10,90,9
Caqueta,Montanita,Naranja,2011,30,20,180,9
Casanare,Monterrey,Naranja,2011,21,20,200,10
Casanare,Tauramena,Naranja,2011,7,7,70,10
Casanare,Chameza,Naranja,2011,6,4,8,2
Cauca,Santander de quilichao,Naranja,2011,250,240,1920,8
Cauca,Buenos aires,Naranja,2011,80,50,300,6
Cauca,Caloto,Naranja,2011,60,58,638,11
Cauca,Suarez,Naranja,2011,50,45,450,10
Cauca,Miranda,Naranja,2011,35,30,594,19.8
Cauca,Padilla,Naranja,2011,15,11,55,5
Cauca,Almaguer,Naranja,2011,12,8,24,3
Cauca,Guachene,Naranja,2011,12,8,80,10
Cauca,Santa rosa,Naranja,2011,5,4,4,1
Cauca,Florencia,Naranja,2011,2,1,3,3
Cesar,Chimichagua,Naranja,2011,1020,970,9700,10
Cesar,Pueblo bello,Naranja,2011,350,270,2700,10
Cesar,Astrea,Naranja,2011,275,175,1750,10
Cesar,Chiriguana,Naranja,2011,150,150,1200,8
Cesar,Valledupar,Naranja,2011,130,130,910,7
Cesar,Manaure,Naranja,2011,10,10,120,12
Cesar,La gloria,Naranja,2011,5,5,30,6
Cesar,Bosconia,Naranja,2011,4,4,64,16
Cordoba,Monteria,Naranja,2011,120,120,3000,25
Cordoba,San antero,Naranja,2011,53,37,89,2.41
Cordoba,Buenavista,Naranja,2011,14,11,220,20
Cordoba,Cienaga de oro,Naranja,2011,12,9,162,18
Cordoba,Momil,Naranja,2011,9,9,6,0.7
Cordoba,Pueblo nuevo,Naranja,2011,4,2,39,26
Cordoba,San jose de ure,Naranja,2011,4,3,5,1.8
Cundinamarca,El penon,Naranja,2011,476,452,2352,5.21
Cundinamarca,Topaipi,Naranja,2011,448,446,1337,3
Cundinamarca,Sasaima,Naranja,2011,300,200,400,2
Cundinamarca,Paime,Naranja,2011,294,279,3209,11.5
Cundinamarca,Viota,Naranja,2011,186,186,930,5
Cundinamarca,San francisco,Naranja,2011,180,180,1080,6
Cundinamarca,El colegio,Naranja,2011,80,43,344,8
Cundinamarca,Anolaima,Naranja,2011,75,62,310,5
Cundinamarca,Villagomez,Naranja,2011,70,35,175,5
Cundinamarca,Supata,Naranja,2011,52,52,198,3.8
Cundinamarca,Tena,Naranja,2011,38,36,366,10.3
Cundinamarca,Tibacuy,Naranja,2011,7,5,35,7
Cundinamarca,Chaguani,Naranja,2011,4,4,13,3
Cundinamarca,Bituima,Naranja,2011,3,3,42,15
La guajira,Dibulla,Naranja,2011,95,95,475,5
La guajira,San juan del cesar,Naranja,2011,38,35,140,4
La guajira,Fonseca,Naranja,2011,36,23,138,6
La guajira,Urumita,Naranja,2011,32,30,150,5
La guajira,Villanueva,Naranja,2011,22,22,110,5
La guajira,Riohacha,Naranja,2011,16,13,52,4
La guajira,La jagua del pilar,Naranja,2011,13,12,72,6
La guajira,Barrancas,Naranja,2011,9,7,35,5
La guajira,El molino,Naranja,2011,5,5,25,5
Magdalena,Santa ana,Naranja,2011,240,220,4400,20
Magdalena,Aracataca,Naranja,2011,60,60,600,10
Magdalena,Algarrobo,Naranja,2011,34,20,360,18
Norte de santander,Labateca,Naranja,2011,180,180,2700,15
Norte de santander,Pamplonita,Naranja,2011,81,81,1215,15
Norte de santander,Lourdes,Naranja,2011,79,79,1422,18
Norte de santander,La esperanza,Naranja,2011,44,44,440,10
Norte de santander,Cucuta,Naranja,2011,32,27,297,11
Norte de santander,Durania,Naranja,2011,29,27,405,15
Norte de santander,El zulia,Naranja,2011,28,28,392,14
Norte de santander,Convencion,Naranja,2011,26,26,156,6
Norte de santander,Salazar,Naranja,2011,22,19,342,18
Norte de santander,Santiago,Naranja,2011,21,21,252,12
Norte de santander,Villa del rosario,Naranja,2011,14,6,90,15
Norte de santander,Los patios,Naranja,2011,12,10,180,18
Norte de santander,Arboledas,Naranja,2011,10,8,104,13
Norte de santander,Ragonvalia,Naranja,2011,7,7,84,12
Norte de santander,Chinacota,Naranja,2011,6,5,85,16
Norte de santander,Gramalote,Naranja,2011,3,3,24,8
Quindio,Circasia,Naranja,2011,0,0,6,13
Risaralda,Pereira,Naranja,2011,388,366,18275,50
Risaralda,Belen de umbria,Naranja,2011,160,160,4800,30
Risaralda,Marsella,Naranja,2011,115,65,2322,36
Risaralda,La virginia,Naranja,2011,8,8,48,6
Risaralda,Balboa,Naranja,2011,5,5,27,6
Santander,Rionegro,Naranja,2011,655,614,6140,10
Santander,San vicente de chucuri,Naranja,2011,500,307,1320,4.3
Santander,Lebrija,Naranja,2011,409,285,4275,15
Santander,El carmen de chucuri,Naranja,2011,207,155,1550,10
Santander,Suaita,Naranja,2011,204,189,3780,20
Santander,Pinchote,Naranja,2011,115,95,1305,13.74
Santander,San gil,Naranja,2011,108,100,1700,17
Santander,Floridablanca,Naranja,2011,100,100,800,8
Santander,Santa helena del opon,Naranja,2011,83,42,1260,30
Santander,San benito,Naranja,2011,71,57,798,14
Santander,Landazuri,Naranja,2011,36,31,242,7.8
Santander,Barichara,Naranja,2011,31,25,250,10
Santander,Guapota,Naranja,2011,25,25,230,9.2
Santander,San miguel,Naranja,2011,20,20,180,9
Santander,Curiti,Naranja,2011,19,9,90,10
Santander,Bucaramanga,Naranja,2011,18,12,134,11.2
Santander,Chima,Naranja,2011,18,17,510,30
Santander,Piedecuesta,Naranja,2011,18,14,140,10
Santander,Puente nacional,Naranja,2011,16,13,130,10
Santander,Oiba,Naranja,2011,13,11,132,12
Santander,Carcasi,Naranja,2011,10,10,106,11
Santander,Ocamonte,Naranja,2011,6,5,31,6.2
Santander,Palmar,Naranja,2011,5,4,44,11
Santander,San andres,Naranja,2011,3,3,30,10
Sucre,Galeras,Naranja,2011,45,44,198,4.5
Sucre,San onofre,Naranja,2011,21,13,65,5
Sucre,Ovejas,Naranja,2011,18,10,50,5
Sucre,San pedro,Naranja,2011,17,11,55,5
Sucre,Corozal,Naranja,2011,6,6,18,3
Sucre,Covenas,Naranja,2011,2,2,6,3
Sucre,Morroa,Naranja,2011,2,2,4,2.2
Tolima,Chaparral,Naranja,2011,266,250,6000,24
Tolima,Dolores,Naranja,2011,220,200,950,4.75
Tolima,Ibague,Naranja,2011,190,170,1200,7.06
Tolima,Mariquita,Naranja,2011,40,40,200,5
Tolima,Cunday,Naranja,2011,25,20,160,8
Tolima,Venadillo,Naranja,2011,25,20,80,4
Tolima,Casabianca,Naranja,2011,17,11,132,12
Tolima,Purificacion,Naranja,2011,15,8,48,6
Tolima,Anzoategui,Naranja,2011,12,11,116,10.5
Tolima,Villahermosa,Naranja,2011,10,6,60,10
Tolima,Coyaima,Naranja,2011,5,3,8,3
Tolima,Honda,Naranja,2011,3,3,35,14
Valle del cauca,Obando,Naranja,2011,120,102,1778,17.5
Valle del cauca,Dagua,Naranja,2011,72,72,936,13
Valle del cauca,Cartago,Naranja,2011,72,43,1917,45
Valle del cauca,Yumbo,Naranja,2011,45,45,675,15
Valle del cauca,Andalucia,Naranja,2011,33,33,990,30
Valle del cauca,Candelaria,Naranja,2011,11,10,130,13
Valle del cauca,Trujillo,Naranja,2011,8,8,32,4
Vaupes,Caruru,Naranja,2011,4,1,1,1
Vichada,Cumaribo,Naranja,2011,97,70,700,10
Vichada,La primavera,Naranja,2011,5,3,2,0.6
Antioquia,Copacabana,Naranja,2012,49,47,376,8
Antioquia,Titiribi,Naranja,2012,23,23,230,10
Antioquia,Valdivia,Naranja,2012,22,20,40,2
Atlantico,Luruaco,Naranja,2012,87,78,2340,30
Atlantico,Polonuevo,Naranja,2012,8,8,120,15
Atlantico,Usiacuri,Naranja,2012,3,1,1,1
Atlantico,Sabanagrande,Naranja,2012,3,3,25,10
Bolivar,Mahates,Naranja,2012,200,200,3000,15
Bolivar,Turbaco,Naranja,2012,155,155,2325,15
Bolivar,Talaigua nuevo,Naranja,2012,65,60,600,10
Bolivar,San juan nepomuceno,Naranja,2012,19,19,171,9
Bolivar,San fernando,Naranja,2012,15,10,200,20
Bolivar,Margarita,Naranja,2012,10,4,60,15
Bolivar,San estanislao,Naranja,2012,4,4,40,10
Boyaca,Pauna,Naranja,2012,426,305,3660,12
Boyaca,Muzo,Naranja,2012,70,70,420,6
Boyaca,Moniquira,Naranja,2012,67,65,1625,25
Boyaca,Briceno,Naranja,2012,60,48,376,7.83
Boyaca,San luis de gaceno,Naranja,2012,52,52,622,12
Boyaca,Santana,Naranja,2012,33,30,274,9.12
Boyaca,Labranzagrande,Naranja,2012,30,10,100,10
Boyaca,Soata,Naranja,2012,8,4,10,2.6
Boyaca,Paez,Naranja,2012,7,7,74,10.5
Boyaca,Chiscas,Naranja,2012,3,3,15,5
Boyaca,Otanche,Naranja,2012,2,2,10,5
Boyaca,Tipacoque,Naranja,2012,1,1,5,4.5
Caldas,Viterbo,Naranja,2012,531,254,4064,16
Caldas,Palestina,Naranja,2012,268,236,3951,16.74
Caldas,Neira,Naranja,2012,133,100,4600,46
Caldas,Supia,Naranja,2012,70,35,525,15
Caldas,San jose,Naranja,2012,57,39,164,4.2
Caldas,La dorada,Naranja,2012,7,7,63,9
Caldas,Manzanares,Naranja,2012,1,1,5,6
Caqueta,Montanita,Naranja,2012,30,20,150,7.5
Caqueta,Curillo,Naranja,2012,6,6,2,0.4
Casanare,Monterrey,Naranja,2012,17,15,174,12
Casanare,Tauramena,Naranja,2012,9,7,70,10
Casanare,Chameza,Naranja,2012,7,5,10,2
Cauca,Santander de quilichao,Naranja,2012,250,240,1920,8
Cauca,Suarez,Naranja,2012,49,43,430,10
Cauca,Miranda,Naranja,2012,23,20,380,19
Cauca,Guachene,Naranja,2012,19,9,85,10
Cauca,Padilla,Naranja,2012,15,15,135,9
Cauca,Almaguer,Naranja,2012,10,10,17,1.7
Cauca,Florencia,Naranja,2012,3,3,6,2
Cesar,Chimichagua,Naranja,2012,950,950,9500,10
Cesar,Pueblo bello,Naranja,2012,290,290,3770,13
Cesar,Astrea,Naranja,2012,275,275,2750,10
Cesar,Valledupar,Naranja,2012,130,130,910,7
Cesar,Chiriguana,Naranja,2012,120,117,936,8
Cesar,Manaure,Naranja,2012,10,10,120,12
Cesar,Bosconia,Naranja,2012,4,4,60,15
Cordoba,Monteria,Naranja,2012,120,120,3000,25
Cordoba,Cienaga de oro,Naranja,2012,12,12,192,16
Cordoba,Momil,Naranja,2012,9,9,5,0.54
Cordoba,San jose de ure,Naranja,2012,4,3,5,1.8
Cordoba,Buenavista,Naranja,2012,4,4,70,20
Cundinamarca,El penon,Naranja,2012,486,484,2420,5
Cundinamarca,Topaipi,Naranja,2012,448,448,1343,3
Cundinamarca,Sasaima,Naranja,2012,300,200,1000,5
Cundinamarca,Paime,Naranja,2012,295,290,3335,11.5
Cundinamarca,Viota,Naranja,2012,279,279,837,3
Cundinamarca,San francisco,Naranja,2012,167,167,1002,6
Cundinamarca,Supata,Naranja,2012,90,90,342,3.8
Cundinamarca,El colegio,Naranja,2012,81,80,640,8
Cundinamarca,Anolaima,Naranja,2012,69,54,216,4
Cundinamarca,Villagomez,Naranja,2012,62,60,480,8
Cundinamarca,Tibacuy,Naranja,2012,12,6,33,6
Cundinamarca,Chaguani,Naranja,2012,8,3,6,2
La guajira,Dibulla,Naranja,2012,95,80,400,5
La guajira,San juan del cesar,Naranja,2012,40,37,148,4
La guajira,Fonseca,Naranja,2012,33,33,198,6
La guajira,Urumita,Naranja,2012,33,30,150,5
La guajira,Villanueva,Naranja,2012,22,22,110,5
La guajira,Riohacha,Naranja,2012,17,14,70,5
La guajira,La jagua del pilar,Naranja,2012,13,12,72,6
La guajira,Barrancas,Naranja,2012,9,7,35,5
La guajira,El molino,Naranja,2012,5,5,25,5
Magdalena,Santa ana,Naranja,2012,240,220,4400,20
Magdalena,Aracataca,Naranja,2012,65,65,650,10
Magdalena,Algarrobo,Naranja,2012,34,34,612,18
Narino,Guaitarilla,Naranja,2012,4,4,14,4
Narino,Providencia,Naranja,2012,3,3,8,3
Norte de santander,Labateca,Naranja,2012,179,178,2136,12
Norte de santander,Pamplonita,Naranja,2012,83,81,972,12
Norte de santander,Cucuta,Naranja,2012,70,30,321,10.7
Norte de santander,Lourdes,Naranja,2012,70,70,700,10
Norte de santander,La esperanza,Naranja,2012,44,44,440,10
Norte de santander,Durania,Naranja,2012,30,30,423,14.32
Norte de santander,El zulia,Naranja,2012,28,28,392,14
Norte de santander,Convencion,Naranja,2012,26,26,156,6
Norte de santander,Santiago,Naranja,2012,21,21,189,9
Norte de santander,Villa del rosario,Naranja,2012,21,13,195,15
Norte de santander,Los patios,Naranja,2012,12,10,180,18
Norte de santander,Arboledas,Naranja,2012,8,8,80,10
Norte de santander,Salazar,Naranja,2012,8,8,96,12
Norte de santander,Chinacota,Naranja,2012,6,6,84,15
Norte de santander,Ragonvalia,Naranja,2012,4,4,48,12
Norte de santander,Gramalote,Naranja,2012,3,3,24,8
Risaralda,Pereira,Naranja,2012,416,366,18275,50
Risaralda,Belen de umbria,Naranja,2012,160,160,4800,30
Risaralda,Marsella,Naranja,2012,121,121,4371,36
Risaralda,La virginia,Naranja,2012,9,9,59,6.5
Santander,Rionegro,Naranja,2012,1275,850,21500,25.29
Santander,San vicente de chucuri,Naranja,2012,509,313,1346,4.3
Santander,Lebrija,Naranja,2012,399,390,5850,15
Santander,El carmen de chucuri,Naranja,2012,206,155,1550,10
Santander,Socorro,Naranja,2012,135,110,1100,10
Santander,Pinchote,Naranja,2012,116,95,1305,13.74
Santander,San gil,Naranja,2012,111,100,1700,17
Santander,Floridablanca,Naranja,2012,100,100,1000,10
Santander,San benito,Naranja,2012,71,65,520,8
Santander,Barbosa,Naranja,2012,58,58,1044,18
Santander,Barichara,Naranja,2012,33,27,267,10
Santander,Santa helena del opon,Naranja,2012,32,32,480,15
Santander,Chima,Naranja,2012,24,8,240,30
Santander,San andres,Naranja,2012,23,23,23,1
Santander,Guapota,Naranja,2012,21,21,193,9.2
Santander,Piedecuesta,Naranja,2012,21,14,140,10
Santander,Curiti,Naranja,2012,20,1,1,1
Santander,San miguel,Naranja,2012,20,20,180,9
Santander,Bucaramanga,Naranja,2012,19,13,146,11.2
Santander,Oiba,Naranja,2012,17,13,182,14
Santander,Puente nacional,Naranja,2012,17,14,140,10
Santander,Ocamonte,Naranja,2012,7,5,35,7
Santander,Macaravita,Naranja,2012,4,3,11,4
Santander,Confines,Naranja,2012,2,2,40,20
Sucre,Galeras,Naranja,2012,46,45,203,4.5
Sucre,Ovejas,Naranja,2012,26,10,60,6
Sucre,San onofre,Naranja,2012,21,13,65,5
Sucre,San pedro,Naranja,2012,19,16,72,4.5
Sucre,Chalan,Naranja,2012,6,6,12,2
Sucre,Corozal,Naranja,2012,6,6,30,5
Sucre,Covenas,Naranja,2012,6,2,6,3
Sucre,La union,Naranja,2012,4,4,32,8
Sucre,Morroa,Naranja,2012,2,2,4,2.2
Tolima,Chaparral,Naranja,2012,275,270,6480,24
Tolima,Dolores,Naranja,2012,220,200,950,4.75
Tolima,Ibague,Naranja,2012,190,170,1200,7.06
Tolima,Mariquita,Naranja,2012,117,34,170,5
Tolima,Honda,Naranja,2012,80,80,816,10.2
Tolima,San antonio,Naranja,2012,59,54,367,6.8
Tolima,Alpujarra,Naranja,2012,25,23,230,10
Valle del cauca,Obando,Naranja,2012,120,120,2100,17.5
Valle del cauca,Cartago,Naranja,2012,75,43,1290,30
Valle del cauca,Dagua,Naranja,2012,72,72,936,13
Valle del cauca,Andalucia,Naranja,2012,33,33,990,30
Valle del cauca,Yumbo,Naranja,2012,23,20,300,15
Valle del cauca,Candelaria,Naranja,2012,12,11,143,13
Valle del cauca,Trujillo,Naranja,2012,4,2,30,15
Vichada,Cumaribo,Naranja,2012,95,80,800,10
Vichada,Puerto carreno,Naranja,2012,10,10,120,12
Vichada,La primavera,Naranja,2012,5,5,5,1
Vichada,Santa rosalia,Naranja,2012,3,1,2,2.8
Antioquia,Copacabana,Naranja,2013,49,47,376,8
Antioquia,Valdivia,Naranja,2013,27,24,189,8
Antioquia,Titiribi,Naranja,2013,23,23,230,10
Antioquia,Heliconia,Naranja,2013,2,2,20,10
Atlantico,Luruaco,Naranja,2013,95,83,2316,27.9
Atlantico,Sabanagrande,Naranja,2013,30,3,24,8
Atlantico,Polonuevo,Naranja,2013,8,8,120,15
Bolivar,Mahates,Naranja,2013,203,200,3000,15
Bolivar,Talaigua nuevo,Naranja,2013,65,60,600,10
Bolivar,San juan nepomuceno,Naranja,2013,23,20,200,10
Bolivar,Turbaco,Naranja,2013,20,20,300,15
Bolivar,San fernando,Naranja,2013,15,12,240,20
Bolivar,Margarita,Naranja,2013,10,4,60,15
Boyaca,Pauna,Naranja,2013,440,426,5112,12
Boyaca,Muzo,Naranja,2013,70,70,420,6
Boyaca,Moniquira,Naranja,2013,60,59,1416,24
Boyaca,Briceno,Naranja,2013,55,40,307,7.77
Boyaca,San luis de gaceno,Naranja,2013,52,52,624,12
Boyaca,Santana,Naranja,2013,35,35,319,9.12
Boyaca,Labranzagrande,Naranja,2013,31,25,100,4
Boyaca,Tunungua,Naranja,2013,29,29,348,12
Boyaca,Soata,Naranja,2013,8,5,23,5
Boyaca,Paez,Naranja,2013,7,7,74,10.5
Boyaca,Chiscas,Naranja,2013,5,5,25,5
Boyaca,Otanche,Naranja,2013,4,2,10,5
Boyaca,Tipacoque,Naranja,2013,2,1,5,5
Caldas,Viterbo,Naranja,2013,578,392,6272,16
Caldas,Palestina,Naranja,2013,263,250,4250,17
Caldas,Neira,Naranja,2013,90,90,1800,20
Caldas,Supia,Naranja,2013,86,40,600,15
Caldas,San jose,Naranja,2013,57,43,193,4.5
Caldas,Samana,Naranja,2013,18,3,18,6
Caldas,Manzanares,Naranja,2013,1,1,5,6
Casanare,Yopal,Naranja,2013,15,14,226,16.35
Casanare,Sacama,Naranja,2013,10,10,100,10
Casanare,Tamara,Naranja,2013,5,4,32,9
Casanare,Tauramena,Naranja,2013,1,1,9,10
Cauca,Santander de quilichao,Naranja,2013,250,240,1920,8
Cauca,Suarez,Naranja,2013,77,53,689,13
Cauca,Mercaderes,Naranja,2013,53,52,208,4
Cauca,Miranda,Naranja,2013,26,23,428,19
Cauca,Guachene,Naranja,2013,18,18,175,10
Cauca,Padilla,Naranja,2013,15,15,135,9
Cauca,Almaguer,Naranja,2013,10,10,35,3.5
Cauca,Florencia,Naranja,2013,5,3,15,5
Cauca,Bolivar,Naranja,2013,3,2,8,4
Cesar,Chimichagua,Naranja,2013,850,850,8500,10
Cesar,Pueblo bello,Naranja,2013,445,265,1458,5.5
Cesar,Astrea,Naranja,2013,275,275,2750,10
Cesar,Chiriguana,Naranja,2013,120,117,936,8
Cesar,Valledupar,Naranja,2013,95,95,665,7
Cesar,El copey,Naranja,2013,70,4,20,5
Cesar,Agustin codazzi,Naranja,2013,16,10,50,5
Cesar,Manaure,Naranja,2013,10,10,120,12
Cesar,Bosconia,Naranja,2013,4,4,32,8
Cordoba,Monteria,Naranja,2013,85,85,2550,30
Cordoba,Cienaga de oro,Naranja,2013,12,11,176,16
Cordoba,San antero,Naranja,2013,10,10,50,5
Cordoba,Momil,Naranja,2013,7,7,35,5
Cordoba,San jose de ure,Naranja,2013,4,4,16,4
Cundinamarca,El penon,Naranja,2013,484,484,2427,5.02
Cundinamarca,Topaipi,Naranja,2013,448,448,1343,3
Cundinamarca,Guaduas,Naranja,2013,414,359,1990,5.54
Cundinamarca,Viota,Naranja,2013,291,279,837,3
Cundinamarca,Paime,Naranja,2013,247,235,2703,11.5
Cundinamarca,Sasaima,Naranja,2013,200,200,1000,5
Cundinamarca,San francisco,Naranja,2013,157,157,942,6
Cundinamarca,Vergara,Naranja,2013,104,100,900,9
Cundinamarca,Supata,Naranja,2013,92,90,360,4
Cundinamarca,El colegio,Naranja,2013,83,77,616,8
Cundinamarca,San cayetano,Naranja,2013,70,70,420,6
Cundinamarca,Anolaima,Naranja,2013,64,52,208,4
Cundinamarca,Villagomez,Naranja,2013,32,30,240,8
Cundinamarca,Tibacuy,Naranja,2013,22,6,36,6
La guajira,Dibulla,Naranja,2013,95,85,425,5
La guajira,San juan del cesar,Naranja,2013,40,37,148,4
La guajira,Fonseca,Naranja,2013,33,27,162,6
La guajira,Urumita,Naranja,2013,33,31,155,5
La guajira,Villanueva,Naranja,2013,22,22,110,5
La guajira,Riohacha,Naranja,2013,19,16,64,4
La guajira,La jagua del pilar,Naranja,2013,13,13,78,6
La guajira,Barrancas,Naranja,2013,11,9,45,5
La guajira,El molino,Naranja,2013,5,5,25,5
Magdalena,Santa ana,Naranja,2013,240,230,4600,20
Magdalena,Aracataca,Naranja,2013,66,65,650,10
Magdalena,Algarrobo,Naranja,2013,34,34,612,18
Narino,Guaitarilla,Naranja,2013,4,4,14,4
Narino,La llanada,Naranja,2013,4,1,5,10
Norte de santander,Arboledas,Naranja,2013,725,716,5744,8.02
Norte de santander,Cucuta,Naranja,2013,350,70,700,10
Norte de santander,Labateca,Naranja,2013,183,178,1780,10
Norte de santander,Toledo,Naranja,2013,180,180,1620,9
Norte de santander,Durania,Naranja,2013,135,134,1340,10
Norte de santander,Pamplonita,Naranja,2013,103,83,1026,12.36
Norte de santander,Teorama,Naranja,2013,69,69,690,10
Norte de santander,Cucutilla,Naranja,2013,66,25,408,16.32
Norte de santander,Lourdes,Naranja,2013,60,60,600,10
Norte de santander,Gramalote,Naranja,2013,48,48,432,9
Norte de santander,La esperanza,Naranja,2013,47,42,420,10
Norte de santander,San calixto,Naranja,2013,46,46,460,10
Norte de santander,El zulia,Naranja,2013,28,28,392,14
Norte de santander,Convencion,Naranja,2013,26,26,156,6
Norte de santander,Santiago,Naranja,2013,21,21,189,9
Norte de santander,Villa del rosario,Naranja,2013,18,18,270,15
Norte de santander,San cayetano,Naranja,2013,14,9,72,8
Norte de santander,El carmen,Naranja,2013,6,5,35,7
Norte de santander,Salazar,Naranja,2013,6,6,72,12
Norte de santander,Chinacota,Naranja,2013,6,6,84,15
Norte de santander,Ragonvalia,Naranja,2013,4,4,40,10
Risaralda,Pereira,Naranja,2013,414,366,18275,50
Risaralda,Belen de umbria,Naranja,2013,160,160,4800,30
Risaralda,Marsella,Naranja,2013,124,121,4356,36
Risaralda,La virginia,Naranja,2013,85,9,70,7.8
Risaralda,Balboa,Naranja,2013,4,4,60,15
Santander,Rionegro,Naranja,2013,1712,960,24200,25.21
Santander,San vicente de chucuri,Naranja,2013,485,474,3318,7
Santander,Suaita,Naranja,2013,460,400,8000,20
