Municipios,año,Aguacate,Bananito,Banano,Borojó,Chontaduro,Citricos,Coco,Granadilla,Guana bana,Guayaba,Lulo,Mango,Maracuyá,Melón a,Melon b,Mora,Papaya,Piña,Pitaya,Tomate Arbol,Vid
Bolivar,2002.0,28,348,0,0,226,0,0,"2,940",50,"3,540",450,0,725,"1,710","2,363",125,243,"1,760",45,231,635
Buenaventura,2002.0,0,"1,296","2,115","2,828",0,"9,387","2,292",0,0,60,0,0,0,0,0,0,0,0,0,0,0
Buga,2002.0,40,946,0,0,420,0,0,130,280,696,175,99,100,0,0,295,165,"6,090",15,"3,591",4
Bugalagrande,2002.0,252,"5,516",0,0,"11,354",0,0,38,550,78,138,0,119,0,0,0,301,0,0,0,0
Caicedonia,2002.0,"3,288","1,764",0,0,"27,555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candelaria,2002.0,0,0,0,0,91,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
Cartago,2002.0,0,350,0,0,"1,794",0,0,0,23,0,0,0,47,0,0,0,0,0,0,0,0
Dagua,2002.0,120,"1,155",0,125,930,250,0,0,0,870,818,0,173,0,0,0,0,"18,834",35,108,0
Darièn,2002.0,"2,955",0,0,0,120,0,0,56,0,220,200,0,0,0,0,112,0,0,27,0,0
El Aguila,2002.0,217,70,0,0,200,0,0,102,0,0,84,0,0,0,0,250,0,0,0,89,0
El Cairo,2002.0,0,456,0,0,0,0,0,88,0,0,68,0,0,0,0,19,8,0,12,27,0
El Cerrito,2002.0,0,66,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,534"
El Dovio,2002.0,0,640,0,0,126,0,0,280,0,12,360,0,132,0,0,14,10,39,0,52,0
Florida,2002.0,55,"1,250",0,0,"3,400",0,0,0,77,120,194,240,0,0,0,108,12,900,0,100,0
Ginebra,2002.0,0,556,0,0,255,0,0,13,0,0,70,0,100,0,0,333,0,0,0,195,"2,475"
Guacarì,2002.0,144,"1,290",0,0,725,0,0,0,112,192,61,0,299,0,0,223,70,510,0,42,784
Jamundì,2002.0,56,85,0,0,"5,094",0,0,0,48,135,48,0,0,0,0,272,0,630,0,6,0
La Cumbre,2002.0,29,150,0,0,35,0,0,0,0,216,74,0,15,0,0,12,0,"1,792",48,0,0
La Uniòn,2002.0,0,112,0,0,252,0,0,322,102,"1,895",30,120,"10,131","7,173","4,408",0,"1,516",0,42,58,"4,331"
La Victoria,2002.0,0,"2,010",0,0,855,88,0,0,0,360,0,0,120,0,0,0,0,0,0,0,18
Obando,2002.0,56,"4,410",0,0,"1,080",0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0
Palmira,2002.0,144,885,0,0,"1,044",0,0,0,8,350,24,0,18,0,0,32,0,228,0,80,60
Pradera,2002.0,32,357,0,0,403,0,0,0,187,320,53,0,0,0,0,85,0,0,0,72,0
Restrepo,2002.0,408,549,0,0,194,0,0,0,0,104,287,0,0,0,0,0,0,"19,691",62,18,0
Riofrìo,2002.0,250,"3,603",0,0,"1,154",0,0,119,22,193,552,0,0,0,0,46,156,0,8,0,20
Roldanillo,2002.0,61,516,0,0,"1,412",0,0,"1,113",0,223,38,15,"6,937",800,"1,340",43,414,0,0,194,609
San Pedro,2002.0,99,469,0,0,280,0,0,0,0,22,44,60,49,0,0,42,14,0,0,21,0
Sevilla,2002.0,0,"3,502",0,0,"1,740",0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0
Toro,2002.0,54,245,0,0,451,0,0,"1,280",616,"2,442",160,0,"3,952","2,480","2,400",0,888,0,0,64,"2,400"
Trujillo,2002.0,56,"2,128",0,0,150,0,0,"1,800",0,0,480,0,0,162,162,"2,002",0,0,56,75,0
Tuluà,2002.0,10,"5,310",0,0,"1,176",0,0,32,105,60,268,42,242,0,0,800,0,0,0,115,84
Ulloa,2002.0,245,80,0,0,"5,533",0,0,0,0,5,90,0,0,0,0,0,100,"1,008",0,0,0
Versalles,2002.0,0,0,0,0,0,0,0,"1,392",0,12,696,0,45,0,0,20,,0,0,90,0
Vijes,2002.0,24,77,0,0,210,0,0,0,0,133,184,56,0,0,0,0,0,"2,475",0,0,0
Yotoco,2002.0,918,105,0,0,56,0,0,20,8,95,34,0,0,0,0,0,140,126,23,0,0
Yumbo,2002.0,220,161,0,0,855,0,0,0,84,20,48,100,13,0,0,15,0,400,0,8,30
Zarzal,2002.0,0,0,0,0,"2,195",0,0,0,27,84,0,0,0,0,0,0,0,0,0,0,23
Municipios,año,Aguacate,Bananito,Banano,Borojó,Chontaduro,Citricos,Coco,Granadilla,Guana bana,Guayaba,Lulo,Mango,Maracuyá,Melón a,Melon b,Mora,Papaya,Piña,Pitaya,Tomate Arbol,Vid
Cali,2001.0,70,0,0,0,525,0,0,0,0,473,60,0,0,0,0,39,0,0,0,42,0
Alcalà,2001.0,60,0,0,0,"3,976",0,0,0,0,0,0,0,0,0,0,0,0,"2,080",0,0,0
Andalucia,2001.0,39,325,0,0,"4,279",0,0,0,61,66,0,0,58,0,0,0,100,0,0,0,6
Ansermanuevo,2001.0,100,340,0,0,324,0,0,39,90,0,0,10,0,0,0,24,45,0,0,4,0
Argelia,2001.0,0,0,0,0,12,0,0,0,0,0,176,0,0,0,0,8,0,0,0,17,0
Bolivar,2001.0,28,348,0,0,203,0,0,"3,780",50,"3,984",310,0,261,42,42,125,297,"1,920",45,119,635
Buenaventura,2001.0,0,"1,215","1,270","2,420",0,"9,381","2,280",0,0,60,0,0,0,0,0,0,0,0,0,0,0
Buga,2001.0,50,730,0,0,564,0,0,40,400,609,100,108,75,0,0,275,260,"3,135",36,"2,907",4
Bugalagrande,2001.0,241,"6,993",0,0,"11,284",0,0,15,550,78,120,0,91,0,0,0,133,0,0,0,0
Caicedonia,2001.0,"3,288","1,764",0,0,"27,255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candelaria,2001.0,0,0,0,0,91,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
Cartago,2001.0,0,350,0,0,"1,950",0,0,0,23,0,0,0,47,0,0,0,0,0,0,0,0
Dagua,2001.0,120,"1,155",0,115,899,250,0,0,0,580,436,0,218,0,0,0,0,"18,834",35,64,0
Darièn,2001.0,"2,805",0,0,0,144,0,0,49,0,220,53,0,0,0,0,140,0,0,15,0,0
El Aguila,2001.0,217,70,0,0,200,0,0,48,0,0,28,0,0,0,0,222,0,0,0,35,0
El Cairo,2001.0,0,456,0,0,0,0,0,38,0,0,29,0,0,0,0,18,5,0,0,39,0
El Cerrito,2001.0,0,90,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,534"
El Dovio,2001.0,0,640,0,0,126,0,0,280,0,7,540,0,96,0,0,3,0,120,0,43,0
Florida,2001.0,55,"1,050",0,0,"1,820",0,0,0,77,105,151,240,0,0,0,174,12,980,0,88,0
Ginebra,2001.0,0,501,0,0,170,0,0,5,0,0,90,0,130,0,0,224,0,0,0,225,"6,600"
Guacarì,2001.0,234,795,0,0,800,0,0,0,128,204,21,0,78,0,0,43,10,510,0,14,560
Jamundì,2001.0,56,85,0,0,"5,094",0,0,0,48,135,48,0,0,0,0,151,0,63,0,6,0
La Cumbre,2001.0,29,144,0,0,35,0,0,0,0,144,44,0,13,0,0,4,0,"2,760",66,0,0
La Uniòn,2001.0,0,89,0,0,255,0,0,224,69,"1,604",32,120,"2,824",35,30,0,645,0,25,108,"3,785"
La Victoria,2001.0,0,"1,346",0,0,871,88,0,0,0,270,0,0,195,0,0,0,0,0,0,0,27
Obando,2001.0,56,"4,480",0,0,"1,080",0,0,0,72,0,0,176,0,0,0,0,0,0,0,0,0
Palmira,2001.0,63,826,0,0,"1,044",0,0,0,8,300,16,0,0,0,0,0,0,"2,100",0,216,34
Pradera,2001.0,32,357,0,0,403,0,0,0,187,320,53,0,0,0,0,85,0,0,0,72,0
Restrepo,2001.0,408,549,0,0,194,0,0,0,0,104,217,0,0,0,0,0,0,"8,400",50,18,0
Riofrìo,2001.0,234,"3,619",0,0,"1,035",0,0,95,22,290,180,0,0,0,0,20,102,0,0,0,20
Roldanillo,2001.0,61,492,0,0,"1,412",0,0,903,0,223,16,33,"5,136",20,20,6,304,0,0,140,728
San Pedro,2001.0,99,483,0,0,280,0,0,0,0,22,32,60,63,0,0,77,14,0,0,21,0
Sevilla,2001.0,0,"6,080",0,0,"10,440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toro,2001.0,54,245,0,0,451,0,0,"1,100",560,"2,442",125,0,"3,562",40,40,0,582,0,0,64,"2,400"
Trujillo,2001.0,56,"2,128",0,0,165,0,0,"1,800",0,0,480,0,0,40,30,"1,080",0,0,40,53,0
Tuluà,2001.0,16,"4,635",0,0,"1,116",0,0,24,162,120,143,42,220,0,0,603,0,0,0,70,147
Ulloa,2001.0,427,54,0,0,"6,734",0,0,0,0,0,0,0,0,0,0,0,83,260,0,0,0
Versalles,2001.0,0,0,0,0,0,0,0,600,0,0,270,0,9,0,0,4,0,0,0,36,0
Vijes,2001.0,24,63,0,0,210,0,0,0,0,133,184,56,0,0,0,0,0,"2,700",0,0,0
Yotoco,2001.0,918,105,0,0,56,0,0,20,32,95,18,0,0,0,0,0,140,180,23,0,0
Yumbo,2001.0,187,150,0,0,525,0,0,0,84,20,48,100,13,0,0,15,0,358,0,8,30
Zarzal,2001.0,0,0,0,0,"2,195",0,0,0,9,91,0,0,0,0,35,0,0,0,0,0,112
Municipios,año,Aguacate,Bananito,Banano,Borojó,Chontaduro,Citricos,Coco,Granadilla,Guana bana,Guayaba,Lulo,Mango,Maracuyá,Melón a,Melon b,Mora,Papaya,Piña,Pitaya,Tomate Arbol,Vid
Cali,2000.0,48,0,0,0,150,0,0,0,0,473,54,0,0,0,0,48,0,0,0,28,0
Alcalà,2000.0,60,0,0,0,"4,325",0,0,0,0,0,0,0,0,0,0,0,0,"1,152",0,0,0
Andalucia,2000.0,40,325,0,0,"3,782",0,0,0,61,66,0,0,80,0,0,0,120,0,0,0,6
Ansermanuevo,2000.0,140,340,0,0,324,0,0,0,90,0,0,10,0,0,0,40,60,0,0,4,0
Argelia,2000.0,0,0,0,0,12,0,0,0,0,0,18,0,0,0,0,8,,0,0,,0
Bolivar,2000.0,28,348,0,0,226,0,0,"2,940",50,"3,984",350,0,392,"1,139","1,266",100,432,"2,800",25,105,887
Buenaventura,2000.0,0,"1,215","1,270","2,420",0,"9,381","2,280",0,0,84,0,0,0,0,0,0,0,0,0,0,0
Buga,2000.0,96,700,0,0,624,0,0,30,523,621,64,126,50,0,0,371,315,900,48,"2,344",5
Bugalagrande,2000.0,238,"5,520",0,0,"11,256",0,0,19,550,78,117,0,112,0,0,0,280,0,0,0,0
Caicedonia,2000.0,"2,120","2,700",0,0,"17,790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candelaria,2000.0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cartago,2000.0,0,275,0,0,"1,950",0,0,12,23,0,0,0,0,0,0,0,0,0,0,0,0
Dagua,2000.0,120,"1,155",0,48,"1,088",290,0,0,0,608,576,0,180,0,0,0,0,"20,805",0,58,0
Darièn,2000.0,"1,150",0,0,0,72,0,0,0,0,220,80,0,0,0,0,108,0,0,15,0,0
El Aguila,2000.0,224,70,0,0,132,0,0,32,0,0,14,0,0,0,0,177,0,0,0,49,0
El Cairo,2000.0,0,456,0,0,0,0,0,11,0,0,80,0,0,0,0,13,,0,0,11,0
El Cerrito,2000.0,0,90,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,377"
El Dovio,2000.0,0,680,0,0,56,0,0,280,0,12,490,0,96,0,0,22,0,100,0,17,0
Florida,2000.0,55,"1,105",0,0,"1,920",0,0,0,77,105,143,150,80,0,0,320,24,980,0,88,0
Ginebra,2000.0,0,556,0,0,324,0,0,30,0,18,111,0,160,0,0,518,0,0,0,575,"2,300"
Guacarì,2000.0,527,"1,238",0,0,925,0,0,0,94,264,29,0,104,0,0,158,50,510,0,56,"1,200"
Jamundì,2000.0,63,85,0,0,"3,080",0,0,0,45,135,55,0,0,0,0,370,0,"1,300",0,0,0
La Cumbre,2000.0,0,372,0,0,150,0,0,0,0,270,66,0,10,0,0,56,15,"1,280",44,0,0
La Uniòn,2000.0,0,54,0,0,195,0,0,200,56,343,0,120,"6,000","1,557","1,789",0,"2,100",0,0,85,"2,789"
La Victoria,2000.0,0,"1,408",0,0,871,70,0,0,0,,0,0,450,160,160,0,0,0,0,0,27
Obando,2000.0,42,"2,580",0,0,"1,080",0,0,0,72,0,0,176,0,0,0,0,0,0,0,0,0
Palmira,2000.0,63,"1,440",0,0,630,0,0,0,,150,8,0,0,0,0,0,0,"4,480",0,216,34
Pradera,2000.0,32,357,0,0,403,0,0,0,187,320,53,0,0,0,0,85,0,0,0,72,0
Restrepo,2000.0,425,567,0,0,204,0,0,0,0,88,179,0,0,0,0,0,0,"14,210",62,35,0
Riofrìo,2000.0,224,"3,024",0,0,945,0,0,67,22,290,140,0,0,0,0,85,68,0,0,0,20
Roldanillo,2000.0,28,336,0,0,616,0,0,876,0,144,38,33,"4,680",706,720,36,140,0,0,270,323
San Pedro,2000.0,99,518,0,0,308,0,0,0,,24,32,60,49,0,0,98,56,455,0,28,0
Sevilla,2000.0,0,"5,166",0,0,"10,440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toro,2000.0,57,245,0,0,421,0,0,"1,100","1,423","2,664",100,0,"4,560","1,120","1,012",0,490,0,0,60,"2,700"
Trujillo,2000.0,84,"2,220",0,0,195,0,0,840,0,0,210,0,0,0,0,"2,550",0,0,40,53,0
Tuluà,2000.0,16,"4,617",0,0,"1,020",0,0,0,216,120,149,42,264,0,0,795,0,0,0,105,119
Ulloa,2000.0,525,,0,0,"7,088",0,0,0,0,0,0,0,0,0,0,0,98,560,0,0,0
Versalles,2000.0,0,0,0,0,0,0,0,900,0,0,546,0,0,0,0,0,0,0,0,0,0
Vijes,2000.0,20,70,0,0,196,0,0,0,21,133,0,56,0,0,0,0,0,"2,340",0,0,0
Yotoco,2000.0,960,210,0,0,400,0,0,20,40,86,16,0,0,0,0,0,0,180,20,0,0
Yumbo,2000.0,165,140,0,0,480,0,0,0,63,40,36,80,8,0,0,27,0,294,0,7,30
Zarzal,2000.0,0,0,0,0,568,0,0,0,,,0,0,0,0,0,0,0,0,0,0,112
